avibase_id,species_birdlife,species_birdtree,family_birdlife,order_birdlife,family_birdtree,order_birdtree,beak_culmen,beak_nares,beak_width,beak_depth,dimorphism_beak_culmen,dimorphism_beak_nares,dimorphism_beak_width,beak_elongation,beak_robustness,tarsus,dimorphism_tarsus,wing_len,kipps,secondary,hwi,dimorphism_wing_len,dimorphism_kipps,dimorphism_secondary,dimorphism_hwi,wing_pointedness,wing_loading,log_wing_loading,aspect_ratio,tail,dimorphism_tail,tail_to_wing,mass,log_mass,body_condition,total_individuals,female_count,male_count,mass_source,inference,lat_min,abs_lat_min,lat_max,abs_lat_max,lat_centroid,abs_lat_centroid,lon_centroid,range_size,log_RangeSize,climate_zone,habitat,habitat_density,migration,trophic_level,trophic_niche,lifestyle
AVIBASE-27F7E242,Acanthiza uropygialis,Acanthiza_uropygialis,Acanthizidae,Passeriformes,Acanthizidae,Passeriformes,10.16667,5.35000,2.05000,2.30833,0.01124,0.05607,0.09199,4.95935,0.46545,18.01429,0.00278,51.79167,7.87500,44.62500,14.97500,0.02951,-0.10794,-0.00336,-0.09015,0.15205,0.00239,-6.03816,1.16060,38.33333,-0.00745,0.74014,6.40000,1.85630,0.00109,12.00000,5.00000,7.00000,Dunning,NO,-38.05000,38.05000,-19.82000,19.82000,-28.24000,28.24000,134.00000,4788831.67000,15.38180,temperate,Woodland,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-9295CC66,Acanthoptila nipalensis,Turdoides_nipalensis,Leiotrichidae,Passeriformes,Timaliidae,Passeriformes,23.60000,14.17500,4.50000,6.30000,0.00671,-0.07812,0.03969,5.24444,1.20127,29.72000,0.15125,82.20000,4.70000,77.80000,5.70000,0.23984,1.36796,0.17563,1.02395,0.05718,0.00903,-4.70744,1.05656,112.60000,-0.04857,1.36983,61.00000,4.11087,0.00232,5.00000,2.00000,0.00000,Dunning,NO,26.83000,26.83000,29.77000,29.77000,28.38000,28.38000,83.40000,28765.27000,10.26692,temperate,Shrubland,Semi-dense,resident,Carnivore,Invertivore,Terrestrial
AVIBASE-C5ACCD75,Acanthorhynchus superciliosus,Acanthorhynchus_superciliosus,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes,23.55385,15.50000,2.25385,2.77692,0.13362,0.23871,0.14666,10.45050,0.26572,19.90000,-0.01675,61.26923,9.45000,50.05000,15.87500,0.08002,0.03175,-0.00599,0.03465,0.15424,0.00258,-5.95843,1.22416,54.34615,0.05904,0.88701,9.70000,2.27213,0.00123,13.00000,4.00000,9.00000,Dunning,NO,-35.14000,35.14000,-28.90000,28.90000,-32.88000,32.88000,117.85000,182218.54000,12.11296,temperate,Shrubland,Semi-dense,resident,Herbivore,Nectarivore,Insessorial
AVIBASE-A542D690,Acanthorhynchus tenuirostris,Acanthorhynchus_tenuirostris,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes,26.77500,18.92500,2.26000,2.73500,0.06816,0.33717,0.01475,11.84735,0.23085,18.03636,0.06468,65.60000,14.15000,54.60000,20.57500,0.07622,-0.18896,-0.26995,0.06332,0.21570,0.00242,-6.02535,1.20147,57.12500,0.07877,0.87081,10.40000,2.34181,0.00177,20.00000,6.00000,12.00000,Dunning,NO,-43.64000,43.64000,-15.00000,15.00000,-33.06000,33.06000,147.62000,763502.74000,13.54567,temperate,Forest,Semi-dense,resident,Omnivore,Nectarivore,Insessorial
AVIBASE-69825DA0,Acanthornis magna,Acanthornis_magna,Acanthizidae,Passeriformes,Acanthizidae,Passeriformes,15.23000,8.37500,2.30000,2.90000,0.01126,0.03582,-0.08074,6.62174,0.43795,21.91667,0.01901,56.00000,9.17500,46.07500,16.62500,0.05166,-0.10354,0.08573,-0.15639,0.16384,0.00325,-5.72832,1.21541,47.95000,-0.00819,0.85625,10.20000,2.32239,0.00097,10.00000,2.00000,7.00000,Dunning,NO,-43.64000,43.64000,-39.58000,39.58000,-41.92000,41.92000,146.39000,45032.53000,10.71514,temperate,Forest,Open,resident,Carnivore,Invertivore,Generalist
AVIBASE-BBB59880,Accipiter albogularis,Accipiter_albogularis,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,27.70000,17.75000,10.56000,14.74000,0.44856,0.33751,0.27333,2.62311,5.61929,62.02000,0.20694,235.20000,81.75000,159.50000,33.87500,0.58509,0.60477,0.47561,0.01930,0.34758,0.00450,-5.40422,1.47461,169.00000,0.28814,0.71854,248.80000,5.51665,0.00104,5.00000,2.00000,0.00000,Dunning,NO,-11.73000,11.73000,-4.02000,4.02000,-8.15000,8.15000,158.49000,37461.21000,10.53106,tropical,Forest,Open,partial,Carnivore,Vertivore,Insessorial
AVIBASE-1A0ECB6E,Accipiter badius,Accipiter_badius,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,20.62000,12.08750,8.75000,11.61000,-0.06911,-0.08480,-0.05714,2.35657,4.92665,43.01000,-0.12361,186.65000,62.52500,127.41250,32.93750,-0.12032,-0.07197,-0.12460,0.03264,0.33499,0.00377,-5.58175,1.46493,140.60000,-0.13810,0.75328,131.20000,4.87672,0.00165,10.00000,4.00000,6.00000,Dunning,NO,-29.47000,29.47000,46.39000,46.39000,8.23000,8.23000,44.98000,22374973.00000,16.92345,tropical,Shrubland,Semi-dense,migratory,Carnivore,Vertivore,Insessorial
AVIBASE-ADBE44E1,Accipiter bicolor,Accipiter_bicolor,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,25.02727,13.70000,8.59000,12.72727,-0.01478,-0.20195,-0.18471,2.91354,4.36833,58.09091,-0.06059,229.63636,56.55556,174.78889,24.58889,-0.11605,-0.04170,-0.16734,0.10811,0.24628,0.00545,-5.21177,1.31379,186.31818,-0.13847,0.81136,287.50000,5.66122,0.00147,11.00000,4.00000,5.00000,Dunning,NO,-55.72000,55.72000,23.73000,23.73000,-10.10000,10.10000,-59.96000,14309701.27000,16.47645,tropical,Woodland,Semi-dense,partial,Carnivore,Vertivore,Generalist
AVIBASE-68BF920B,Accipiter brachyurus,Accipiter_brachyurus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,22.52500,13.97500,8.87500,11.92500,0.71033,0.68092,0.42381,2.53803,4.69853,61.25000,0.18178,202.20000,64.13333,138.06667,31.70000,0.79087,1.06507,0.67209,0.12157,0.31718,0.00347,-5.66269,1.46451,140.82500,0.52101,0.69646,142.00000,4.95583,0.00062,4.00000,4.00000,0.00000,Dunning,NO,-6.31000,6.31000,-4.08000,4.08000,-5.45000,5.45000,150.68000,35580.71000,10.47956,tropical,Forest,Open,partial,Carnivore,Vertivore,Insessorial
AVIBASE-8492E4B7,Accipiter brevipes,Accipiter_brevipes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,21.07500,12.12500,8.72500,11.12500,-0.13049,-0.17732,-0.20057,2.41547,4.60572,46.37500,-0.05499,217.62500,87.75000,129.87500,40.22500,-0.02183,-0.02849,-0.01732,-0.00622,0.40322,0.00394,-5.53712,1.67565,153.50000,-0.14332,0.70534,186.50000,5.22843,0.00187,8.00000,4.00000,4.00000,Dunning,NO,31.19000,31.19000,55.86000,55.86000,45.24000,45.24000,45.33000,2936751.80000,14.89281,temperate,Forest,Open,migratory,Carnivore,Vertivore,Generalist
AVIBASE-6B64C150,Accipiter butleri,Accipiter_butleri,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,20.00000,11.90000,6.60000,12.00000,-1.02915,-1.09248,-1.00548,3.03030,3.96000,48.70000,-0.50580,166.00000,42.90000,123.10000,25.80000,-1.27354,-2.20626,-0.95210,-0.37760,0.25843,0.00443,-5.41995,1.34850,127.00000,-0.73018,0.76506,122.00000,4.80402,0.00106,1.00000,0.00000,1.00000,Updated_literature,NO,7.87000,7.87000,9.26000,9.26000,8.42000,8.42000,93.17000,327.84000,5.79253,tropical,Forest,Open,resident,Carnivore,Vertivore,Insessorial
AVIBASE-9D80E72A,Accipiter castanilius,Accipiter_castanilius,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,20.47500,11.52500,8.27500,10.92500,-0.14896,-0.08243,-0.13897,2.47432,4.41535,52.57500,-0.06942,163.50000,38.87500,123.12500,24.02500,-0.12844,-0.09904,-0.13929,0.03122,0.23777,0.00589,-5.13420,1.32792,135.40000,-0.19941,0.82813,157.50000,5.05943,0.00108,6.00000,2.00000,2.00000,Dunning,NO,-10.36000,10.36000,10.12000,10.12000,0.71000,0.71000,18.29000,2096401.63000,14.55573,tropical,Forest,Open,partial,Carnivore,Vertivore,Insessorial
AVIBASE-21957C95,Accipiter cirrocephalus,Accipiter_cirrocephalus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,19.24000,10.60000,7.72000,9.58000,-0.13514,-0.19811,-0.13601,2.49223,3.84395,60.34000,-0.09971,213.00000,81.27500,133.72500,37.77500,-0.13693,-0.17410,-0.12600,-0.03044,0.38157,0.00365,-5.61241,1.59282,155.40000,-0.11905,0.72958,165.70000,5.11018,0.00075,5.00000,2.00000,3.00000,Dunning,NO,-43.64000,43.64000,0.04000,0.04000,-23.36000,23.36000,137.81000,5488639.45000,15.51819,tropical,Forest,Open,partial,Carnivore,Vertivore,Generalist
AVIBASE-32760AD5,Accipiter collaris,Accipiter_collaris,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,19.98571,11.21667,8.62857,11.02857,-0.10207,-0.19837,-0.10662,2.31623,4.76144,43.55714,-0.16438,165.85714,49.46667,115.23333,30.05000,-0.16520,-0.17436,-0.19048,0.00998,0.29825,0.00356,-5.63933,1.43932,125.00000,-0.06240,0.75366,97.80000,4.58292,0.00118,7.00000,1.00000,5.00000,Updated_literature,NO,-13.20000,13.20000,11.25000,11.25000,2.47000,2.47000,-75.57000,253265.36000,12.44219,tropical,Forest,Open,partial,Carnivore,Vertivore,Insessorial
AVIBASE-EB98812F,Accipiter cooperii,Accipiter_cooperii,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,25.38000,13.90000,8.58000,13.16000,-0.15563,-0.17266,-0.04274,2.95804,4.44889,62.04000,-0.04057,241.25000,77.75000,163.50000,32.27500,-0.13057,-0.09646,-0.14679,0.03563,0.32228,0.00738,-4.90858,1.47554,188.40000,-0.14243,0.78093,429.70000,6.06309,0.00180,5.00000,2.00000,3.00000,Dunning,NO,23.28000,23.28000,53.31000,53.31000,41.25000,41.25000,-100.49000,8393137.06000,15.94292,temperate,Woodland,Semi-dense,migratory,Carnivore,Vertivore,Aerial
AVIBASE-950C5048,Accipiter erythrauchen,Accipiter_erythrauchen,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,21.10000,12.20000,8.60000,11.22500,-0.15166,-0.09836,-0.18605,2.45349,4.57512,59.47500,-0.19000,191.25000,58.85000,132.40000,30.82500,-0.24575,-0.24129,-0.24773,0.00324,0.30771,0.00427,-5.45731,1.44449,154.75000,-0.44588,0.80915,156.00000,5.04986,0.00074,4.00000,3.00000,1.00000,Dunning,NO,-3.91000,3.91000,2.65000,2.65000,-1.32000,1.32000,128.19000,48150.32000,10.78208,tropical,Forest,Open,resident,Carnivore,Vertivore,Generalist
AVIBASE-AFD19C47,Accipiter erythropus,Accipiter_erythropus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,17.56000,9.72500,7.18000,9.56000,-0.09871,-0.15938,-0.21356,2.44568,3.90893,42.96000,-0.05587,154.60000,40.92500,110.07500,27.10000,-0.09056,-0.15516,-0.16035,0.00369,0.26472,0.00465,-5.37035,1.40450,104.40000,0.02235,0.67529,111.20000,4.71133,0.00140,5.00000,2.00000,3.00000,Dunning,NO,-9.36000,9.36000,14.73000,14.73000,3.48000,3.48000,10.44000,3904812.09000,15.17772,tropical,Forest,Open,resident,Carnivore,Vertivore,Insessorial
AVIBASE-8257AE54,Accipiter fasciatus,Accipiter_fasciatus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,28.50909,19.06000,11.15455,15.15000,-0.20622,-0.33513,-0.20395,2.55583,5.92763,71.90000,-0.12877,269.90909,103.60000,167.30000,38.26000,-0.06067,0.01086,-0.11058,0.07808,0.38383,0.00492,-5.31368,1.61332,206.00000,-0.14563,0.76322,358.70000,5.88249,0.00097,11.00000,8.00000,3.00000,Dunning,NO,-43.64000,43.64000,-1.70000,1.70000,-24.45000,24.45000,134.95000,8180196.71000,15.91723,temperate,Forest,Open,resident,Carnivore,Vertivore,Generalist
AVIBASE-0307D245,Accipiter francesiae,Accipiter_francesiae,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,20.25000,13.13333,8.73000,10.71000,-0.01852,0.01305,-0.08877,2.31959,4.61720,48.10000,-0.07926,155.80000,43.22222,112.77778,27.75556,-0.13800,0.00661,-0.19634,0.13459,0.27742,0.00564,-5.17863,1.38148,127.50000,-0.18137,0.81836,136.80000,4.91852,0.00123,10.00000,2.00000,8.00000,Dunning,NO,-25.61000,25.61000,-11.36000,11.36000,-19.49000,19.49000,46.67000,519468.81000,13.16056,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-420850D6,Accipiter gentilis,Accipiter_gentilis,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,33.73750,19.62500,11.57500,17.95000,-0.15932,-0.17580,-0.13391,2.91469,6.15847,67.31250,-0.15116,337.62500,122.62500,215.00000,36.30000,-0.13106,-0.12640,-0.13372,0.00689,0.36320,0.00760,-4.87999,1.57035,241.06250,-0.14675,0.71399,866.00000,6.76388,0.00284,8.00000,4.00000,4.00000,Dunning,NO,17.10000,17.10000,70.39000,70.39000,54.91000,54.91000,19.06000,31775270.74000,17.27420,temperate,Forest,Open,partial,Carnivore,Vertivore,Generalist
AVIBASE-4C2DBB2A,Accipiter griseiceps,Accipiter_griseiceps,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,24.10000,14.62500,8.80000,12.40000,-0.21024,-0.21197,-0.12121,2.73864,4.52780,52.00000,-0.08974,187.25000,49.97500,137.27500,26.75000,-0.12995,-0.01001,-0.17362,0.12710,0.26689,0.00718,-4.93625,1.36405,141.25000,-0.08732,0.75434,251.80000,5.52864,0.00179,4.00000,3.00000,1.00000,Dunning,NO,-5.66000,5.66000,1.88000,1.88000,-1.96000,1.96000,121.18000,140604.94000,11.85371,tropical,Forest,Open,resident,Carnivore,Vertivore,Insessorial
AVIBASE-797C9090,Accipiter gularis,Accipiter_gularis,,,Accipitridae,Accipitriformes,23.26000,9.50000,6.56000,9.06000,-0.75122,-1.61673,-1.02835,3.54573,2.55518,43.60000,-0.68775,162.60000,54.20000,109.05000,33.17500,-1.31972,-1.54782,-1.19477,-0.08887,0.33333,0.04845,-3.02718,1.49106,106.40000,-1.06454,0.65437,1281.00958,7.15540,0.01546,,,,,,-12.13150,12.13150,19.94987,19.94987,5.19458,5.19458,35.84696,5393046.25262,15.50062,tropical,Forest,Open,resident,Carnivore,Vertivore,Insessorial
AVIBASE-0EDF5A1C,Accipiter gundlachi,Accipiter_gundlachi,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,26.00000,15.20000,8.30000,16.30000,-0.56089,-0.63819,-0.59472,3.13253,5.20346,71.30000,-0.02851,228.00000,61.80000,166.20000,27.10000,-0.65530,-1.22570,-0.44587,-0.31151,0.27105,0.01298,-4.34398,1.37184,223.00000,0.01465,0.97807,675.00000,6.51471,0.00186,1.00000,0.00000,1.00000,Dunning,NO,19.82000,19.82000,23.16000,23.16000,21.62000,21.62000,-79.36000,33511.43000,10.41964,tropical,Forest,Open,resident,Carnivore,Vertivore,Aerial
AVIBASE-18B4CE02,Accipiter haplochrous,Accipiter_haplochrous,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,23.72500,13.92500,9.60000,13.15000,-0.29364,-0.30880,-0.04167,2.47135,5.32097,58.87500,-0.12399,227.75000,74.50000,153.25000,32.70000,-0.14490,-0.17002,-0.13268,-0.02854,0.32711,0.00382,-5.56621,1.48613,155.00000,-0.21505,0.68057,198.40000,5.29029,0.00097,4.00000,3.00000,1.00000,Dunning,NO,-22.40000,22.40000,-20.09000,20.09000,-21.33000,21.33000,165.48000,16389.59000,9.70440,tropical,Forest,Open,resident,Carnivore,Vertivore,Insessorial
AVIBASE-9288286D,Accipiter henicogrammus,Accipiter_henicogrammus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,27.92000,15.95000,9.98000,13.60000,-0.09133,-0.10031,-0.13694,2.79760,4.86132,65.06000,-0.05098,230.20000,72.00000,160.50000,31.07500,-0.12163,-0.04167,-0.16199,0.08206,0.31277,0.00677,-4.99541,1.43427,190.00000,-0.07456,0.82537,358.70000,5.88249,0.00130,5.00000,2.00000,3.00000,Inferred,YES,-0.92000,0.92000,2.65000,2.65000,0.88000,0.88000,128.01000,22781.85000,10.03372,tropical,Forest,Open,resident,Carnivore,Vertivore,Insessorial
AVIBASE-05701150,Accipiter henstii,Accipiter_henstii,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,32.60000,18.15000,11.75000,17.20000,-0.20245,-0.22590,-0.21277,2.77447,6.19939,75.02500,-0.12862,290.50000,78.00000,212.50000,26.97500,-0.13081,0.03846,-0.19294,0.16867,0.26850,0.01244,-4.38666,1.36706,245.00000,-0.15102,0.84337,1050.00000,6.95655,0.00249,4.00000,2.00000,2.00000,Dunning,NO,-25.20000,25.20000,-11.95000,11.95000,-18.72000,18.72000,46.85000,434639.70000,12.98227,tropical,Forest,Open,resident,Carnivore,Vertivore,Insessorial
AVIBASE-004AD91D,Accipiter hiogaster,Accipiter_novaehollandiae,,,Accipitridae,Accipitriformes,25.95000,15.95000,9.42500,13.87500,-0.15800,-0.16301,-0.13263,2.75332,5.03938,51.12500,-0.08117,197.25000,60.75000,136.50000,30.77500,-0.12421,-0.15638,-0.10989,-0.03087,0.30798,0.03292,-3.41354,1.44505,136.50000,-0.09524,0.69202,1281.00958,7.15540,0.00959,,,,,,-12.13150,12.13150,19.94987,19.94987,5.19458,5.19458,35.84696,5393046.25262,15.50062,tropical,Forest,Open,resident,Carnivore,Vertivore,Aerial
AVIBASE-466CC533,Accipiter imitator,Accipiter_imitator,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,26.40000,16.80000,9.10000,12.20000,0.45929,0.39827,0.38861,2.90110,4.20530,49.60000,0.45936,200.00000,60.00000,140.00000,30.00000,0.81057,1.20734,0.64900,0.18513,0.30000,0.00556,-5.19171,1.42857,161.00000,0.33041,0.80500,222.50000,5.40493,0.00182,1.00000,1.00000,0.00000,Dunning,NO,-8.58000,8.58000,-5.41000,5.41000,-6.76000,6.76000,156.47000,10050.21000,9.21535,tropical,Forest,Open,resident,Carnivore,Vertivore,Insessorial
AVIBASE-EA787A01,Accipiter luteoschistaceus,Accipiter_luteoschistaceus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,39.45961,24.17422,7.80000,11.90000,-0.05215,-0.05831,-0.69694,5.05892,2.35228,51.50000,-0.42394,188.00000,57.00000,131.00000,30.30000,-1.00749,-1.41313,-0.83438,-0.17300,0.30319,0.00605,-5.10691,1.43511,146.00000,-0.50502,0.77660,214.00000,5.36598,0.00157,1.00000,0.00000,1.00000,Dunning,YES,-6.31000,6.31000,-4.19000,4.19000,-5.50000,5.50000,150.45000,28814.74000,10.26864,tropical,Forest,Open,resident,Carnivore,Vertivore,Insessorial
AVIBASE-5D673E3E,Accipiter madagascariensis,Accipiter_madagascariensis,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,19.72500,10.67500,7.37500,9.45000,-0.23067,-0.26698,-0.25085,2.67458,3.53327,57.97500,-0.24407,190.75000,54.52500,136.22500,28.67500,-0.28047,-0.24484,-0.29473,0.03662,0.28585,0.00496,-5.30675,1.40026,149.50000,-0.35452,0.78375,180.40000,5.19518,0.00093,4.00000,2.00000,2.00000,Dunning,NO,-25.61000,25.61000,-11.95000,11.95000,-19.43000,19.43000,46.69000,476517.51000,13.07426,tropical,Forest,Open,resident,Carnivore,Vertivore,Insessorial
AVIBASE-1F0322E5,Accipiter melanochlamys,Accipiter_melanochlamys,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,25.88000,15.60000,10.96000,13.90000,-0.16551,-0.23718,-0.31782,2.36131,5.88655,62.70000,-0.02525,228.60000,75.00000,156.25000,32.42500,-0.13050,-0.12000,-0.13760,0.01079,0.32808,0.00507,-5.28422,1.46304,164.80000,-0.14867,0.72091,265.00000,5.57973,0.00108,5.00000,2.00000,3.00000,Dunning,NO,-10.07000,10.07000,-0.95000,0.95000,-5.31000,5.31000,141.87000,115449.94000,11.65659,tropical,Forest,Open,resident,Carnivore,Vertivore,Generalist
AVIBASE-819AB823,Accipiter melanoleucus,Accipiter_melanoleucus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,29.62000,18.05000,10.34000,16.28000,-0.10578,-0.13850,-0.19504,2.86460,5.68316,75.84000,-0.12219,302.80000,107.25000,200.75000,35.02500,-0.14696,0.05128,-0.24159,0.18986,0.35419,0.00762,-4.87649,1.50834,219.40000,-0.13750,0.72457,699.00000,6.54965,0.00160,5.00000,2.00000,3.00000,Dunning,NO,-34.84000,34.84000,18.84000,18.84000,-5.51000,5.51000,25.85000,9067092.60000,16.02016,tropical,Forest,Open,resident,Carnivore,Vertivore,Generalist
AVIBASE-87B94C0E,Accipiter meyerianus,Accipiter_meyerianus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,35.00000,20.65000,12.65000,18.65000,-0.02286,-0.04358,0.08696,2.76680,6.74064,75.40000,-0.02918,309.50000,102.00000,207.50000,32.95000,-0.12601,-0.10588,-0.13590,0.02124,0.32956,0.00797,-4.83200,1.49157,200.00000,-0.20000,0.64620,763.50000,6.63791,0.00178,2.00000,1.00000,1.00000,Dunning,NO,-10.12000,10.12000,2.29000,2.29000,-4.70000,4.70000,141.36000,269144.41000,12.50300,tropical,Forest,Open,resident,Carnivore,Vertivore,Generalist
AVIBASE-CE1CF6FD,Accipiter minullus,Accipiter_minullus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,16.48000,9.24000,6.62000,8.76000,-0.16485,-0.15152,0.00755,2.48943,3.51888,41.34000,-0.12054,150.40000,44.60000,105.80000,29.62000,-0.15957,-0.19993,-0.14256,-0.04051,0.29654,0.00386,-5.55610,1.42155,105.20000,-0.24873,0.69947,87.40000,4.47050,0.00124,5.00000,3.00000,2.00000,Dunning,NO,-34.84000,34.84000,17.80000,17.80000,-9.71000,9.71000,29.57000,6794381.58000,15.73161,tropical,Forest,Open,resident,Carnivore,Vertivore,Generalist
AVIBASE-7F1573CA,Accipiter nanus,Accipiter_nanus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,17.55000,10.55000,7.55000,10.05000,-1.31243,-1.36024,-0.75313,2.32450,4.32350,46.60000,-0.57366,152.40000,44.85000,107.50000,29.45000,-1.47643,-2.06686,-1.23538,-0.20686,0.29429,0.00504,-5.29084,1.41767,109.00000,-1.01589,0.71522,117.00000,4.76217,0.00116,2.00000,0.00000,2.00000,Inferred,YES,-5.70000,5.70000,1.76000,1.76000,-1.08000,1.08000,121.34000,110477.00000,11.61256,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-DB376A66,Accipiter nisus,Accipiter_nisus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,19.62000,11.44000,8.42727,10.02727,-0.13935,-0.14314,-0.17733,2.32816,4.30696,53.55333,-0.14506,207.44737,74.18889,134.33889,35.51667,-0.16476,-0.18152,-0.14882,-0.02112,0.35763,0.00513,-5.27250,1.54421,155.53333,-0.18821,0.74975,220.80000,5.39726,0.00144,19.00000,6.00000,13.00000,Dunning,NO,26.90000,26.90000,70.53000,70.53000,54.67000,54.67000,77.29000,23601609.31000,16.97683,temperate,Forest,Open,partial,Carnivore,Vertivore,Insessorial
AVIBASE-CFB9E213,Accipiter novaehollandiae,Accipiter_novaehollandiae,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,31.61250,19.87143,11.51250,16.50000,-0.15585,-0.28332,-0.07586,2.74593,6.00890,68.98750,-0.09480,261.87500,76.00000,188.28571,28.90000,-0.12347,-0.00921,-0.17686,0.12353,0.29021,0.00476,-5.34853,1.39084,183.62500,-0.15067,0.70119,326.10000,5.78720,0.00099,8.00000,5.00000,3.00000,Dunning,NO,-43.64000,43.64000,-10.51000,10.51000,-26.72000,26.72000,143.49000,1807067.30000,14.40722,temperate,Forest,Open,resident,Carnivore,Vertivore,Insessorial
AVIBASE-BAE91683,Accipiter ovampensis,Accipiter_ovampensis,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,20.50000,11.20000,7.54000,10.26000,-0.14228,-0.24107,-0.13484,2.71883,3.77368,49.44000,-0.14529,222.40000,86.25000,138.50000,38.37500,-0.13189,-0.10783,-0.15307,0.02736,0.38781,0.00394,-5.53596,1.60578,155.00000,-0.11828,0.69694,195.00000,5.27300,0.00161,5.00000,2.00000,3.00000,Dunning,NO,-27.22000,27.22000,13.92000,13.92000,-8.53000,8.53000,23.37000,7295779.86000,15.80281,tropical,Shrubland,Semi-dense,resident,Carnivore,Vertivore,Aerial
AVIBASE-435FF493,Accipiter poliocephalus,Accipiter_poliocephalus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,25.05000,15.45000,10.07500,13.72500,-0.11577,-0.12945,-0.13400,2.48635,5.52013,60.32500,-0.16494,210.50000,67.75000,142.75000,32.12500,-0.18527,-0.24354,-0.15762,-0.06070,0.32185,0.00485,-5.32926,1.47461,157.25000,-0.21940,0.74703,214.80000,5.36971,0.00098,4.00000,2.00000,2.00000,Dunning,NO,-11.66000,11.66000,0.04000,0.04000,-5.32000,5.32000,140.74000,671500.51000,13.41727,tropical,Forest,Open,resident,Carnivore,Vertivore,Insessorial
AVIBASE-707547BB,Accipiter poliogaster,Accipiter_poliogaster,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,27.72000,14.95000,8.04000,13.20000,-0.09800,-0.29431,-0.26119,3.44776,3.82857,52.40000,-0.26240,240.40000,72.55000,172.20000,29.65000,-0.18788,-0.18470,-0.18641,0.00000,0.30179,0.00545,-5.21204,1.39605,174.60000,-0.18996,0.72629,315.00000,5.75257,0.00219,5.00000,2.00000,3.00000,Updated_literature,NO,-30.38000,30.38000,6.82000,6.82000,-7.81000,7.81000,-60.09000,7203530.62000,15.79008,tropical,Forest,Open,partial,Carnivore,Vertivore,Insessorial
AVIBASE-B202721E,Accipiter princeps,Accipiter_princeps,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,33.60000,22.25000,13.85000,17.80000,-0.06548,-0.13933,-0.02166,2.42599,7.33720,68.05000,0.01616,266.30000,77.85000,188.50000,29.20000,-0.12768,-0.18882,-0.10186,-0.06164,0.29234,0.00303,-5.79954,1.41273,192.30000,-0.15185,0.72212,214.80000,5.36971,0.00068,2.00000,1.00000,1.00000,Inferred,YES,-6.11000,6.11000,-4.23000,4.23000,-5.35000,5.35000,151.04000,11549.62000,9.35441,tropical,Forest,Open,resident,Carnivore,Vertivore,Insessorial
AVIBASE-C638D858,Accipiter rhodogaster,Accipiter_rhodogaster,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,20.46000,11.80000,7.88000,10.75000,-0.25578,-0.38983,-0.21574,2.59645,4.14027,53.40000,-0.14045,172.60000,51.60000,122.40000,29.70000,-0.10042,-0.10465,-0.10294,-0.00337,0.29896,0.00580,-5.15040,1.41013,125.80000,-0.06889,0.72885,172.70000,5.15156,0.00113,5.00000,2.00000,3.00000,Dunning,NO,-5.70000,5.70000,1.76000,1.76000,-1.93000,1.93000,121.39000,146036.85000,11.89161,tropical,Forest,Open,resident,Carnivore,Vertivore,Insessorial
