avibase_id,species_birdlife,species_birdtree,family_birdlife,order_birdlife,family_birdtree,order_birdtree,beak_culmen,beak_nares,beak_width,beak_depth,dimorphism_beak_culmen,dimorphism_beak_nares,dimorphism_beak_width,beak_elongation,beak_robustness,tarsus,dimorphism_tarsus,wing_len,kipps,secondary,hwi,dimorphism_wing_len,dimorphism_kipps,dimorphism_secondary,dimorphism_hwi,wing_pointedness,wing_loading,log_wing_loading,aspect_ratio,tail,dimorphism_tail,tail_to_wing,mass,log_mass,body_condition,total_individuals,female_count,male_count,mass_source,inference,lat_min,abs_lat_min,lat_max,abs_lat_max,lat_centroid,abs_lat_centroid,lon_centroid,range_size,log_RangeSize,climate_zone,habitat,habitat_density,migration,trophic_level,trophic_niche,lifestyle
AVIBASE-80A077C8,Megascops nudipes,Megascops_nudipes,Strigidae,Strigiformes,Strigidae,Strigiformes,22.50000,11.98000,7.92000,11.42000,0.00444,0.06956,0.24832,2.84091,4.01984,38.44000,0.00954,165.60000,34.62000,130.98000,20.88000,0.04630,0.05007,0.04530,0.00319,0.20906,0.00501,-5.29698,1.26432,92.40000,0.02886,0.55797,137.30000,4.92217,0.00242,5.00000,3.00000,1.00000,Dunning,NO,17.68000,17.68000,18.52000,18.52000,18.22000,18.22000,-66.39000,9247.43000,9.13210,tropical,Forest,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-C2937B68,Megascops petersoni,Megascops_petersoni,Strigidae,Strigiformes,Strigidae,Strigiformes,20.12500,10.52500,6.92500,10.82500,-0.01242,-0.02375,-0.12274,2.90614,3.72488,31.82500,-0.00786,161.25000,34.40000,126.85000,21.35000,0.01550,0.02907,0.01182,0.01405,0.21333,0.00375,-5.58606,1.27119,88.75000,-0.05070,0.55039,97.50000,4.57985,0.00302,4.00000,2.00000,2.00000,Updated_literature,NO,-5.70000,5.70000,6.56000,6.56000,-1.76000,1.76000,-77.61000,18835.64000,9.84351,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-D103C517,Megascops roboratus,Megascops_roboratus,Strigidae,Strigiformes,Strigidae,Strigiformes,22.62500,11.92500,6.72500,10.92500,-0.06851,-0.08805,-0.15613,3.36431,3.24732,36.32500,0.01514,164.77500,41.90000,122.90000,25.42500,-0.03672,-0.02148,-0.04150,0.01377,0.25429,0.00467,-5.36734,1.34072,86.35000,-0.01274,0.52405,126.70000,4.84182,0.00264,4.00000,2.00000,2.00000,Dunning,NO,-7.10000,7.10000,-1.18000,1.18000,-4.55000,4.55000,-80.08000,79303.50000,11.28104,tropical,Woodland,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-2894618C,Megascops sanctaecatarinae,Megascops_sanctaecatarinae,Strigidae,Strigiformes,Strigidae,Strigiformes,19.40000,13.30000,7.33333,11.73333,0.41725,0.02417,0.24788,2.64546,4.43528,30.10000,0.31482,200.66667,37.63333,163.03333,18.83333,-0.02173,0.66268,-0.17345,0.59574,0.18754,0.00446,-5.41200,1.23083,102.26667,0.03510,0.50963,179.70000,5.19129,0.00659,3.00000,1.00000,0.00000,Dunning,NO,-31.84000,31.84000,-25.57000,25.57000,-28.67000,28.67000,-53.00000,418281.17000,12.94391,temperate,Woodland,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-1C5C4EBB,Megascops seductus,Megascops_seductus,Strigidae,Strigiformes,Strigidae,Strigiformes,23.65000,12.62500,7.77500,12.37500,-0.01268,-0.05941,-0.03215,3.04180,4.06831,41.02500,-0.00366,173.87500,45.87500,128.00000,26.37500,-0.01467,0.01417,-0.02500,0.02844,0.26384,0.00529,-5.24150,1.35840,92.80000,0.02155,0.53372,160.00000,5.07517,0.00232,4.00000,2.00000,2.00000,Dunning,NO,17.26000,17.26000,19.99000,19.99000,18.62000,18.62000,-100.73000,90735.21000,11.41570,tropical,Woodland,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-2E2B24EB,Megascops trichopsis,Megascops_trichopsis,Strigidae,Strigiformes,Strigidae,Strigiformes,19.72500,9.82500,5.10000,10.12500,0.03211,0.05089,-0.07843,3.86765,2.61787,24.85000,-0.02951,148.75000,36.02500,112.72500,24.22500,0.01120,-0.03053,0.02454,-0.03990,0.24218,0.00399,-5.52379,1.31958,77.25000,-0.00431,0.51933,88.30000,4.48074,0.00575,4.00000,3.00000,1.00000,Dunning,NO,12.76000,12.76000,31.89000,31.89000,22.14000,22.14000,-101.61000,660977.77000,13.40148,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-6880BD07,Megascops vermiculatus,Megascops_guatemalae,,,Strigidae,Strigiformes,21.40000,12.65000,7.05000,12.20000,-0.00935,-0.08696,-0.07092,3.03546,4.01916,26.30000,0.03042,166.50000,42.90000,123.60000,25.75000,0.00601,0.10256,-0.02751,0.09709,0.25766,0.01219,-4.40753,1.34709,77.30000,-0.03881,0.46426,337.80242,5.82246,0.01857,,,,,,-3.34359,3.34359,14.16631,14.16631,5.96175,5.96175,36.92481,2609773.07218,14.77477,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-D7F23E22,Megascops vermiculatus,Megascops_guatemalae,,,Strigidae,Strigiformes,21.01667,11.63333,7.53333,11.02000,-0.01427,-0.15186,-0.06637,2.78982,3.95007,29.43333,0.08494,156.80000,39.28000,117.52000,25.02000,-0.11054,-0.24610,-0.06524,-0.14122,0.25051,0.01374,-4.28748,1.33424,78.55000,-0.00552,0.50096,337.80242,5.82246,0.01325,,,,,,-3.34359,3.34359,14.16631,14.16631,5.96175,5.96175,36.92481,2609773.07218,14.77477,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-3481645D,Megascops vermiculatus,Megascops_guatemalae,,,Strigidae,Strigiformes,20.70000,11.50000,7.40000,10.00000,-0.02338,-0.05360,-0.02817,2.79730,3.57488,27.80000,-0.02423,160.00000,44.80000,115.20000,28.00000,-0.03601,-0.00860,-0.04533,0.01967,0.28000,0.01320,-4.32789,1.38889,91.00000,-0.02675,0.56875,337.80242,5.82246,0.01572,,,,,,-3.34359,3.34359,14.16631,14.16631,5.96175,5.96175,36.92481,2609773.07218,14.77477,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-024EB09F,Megascops vermiculatus,Megascops_guatemalae,,,Strigidae,Strigiformes,19.80000,13.90000,7.70000,13.80000,-0.02445,-0.04434,-0.02707,2.57143,5.36667,32.10000,-0.02099,155.00000,42.20000,112.80000,27.20000,-0.03718,-0.00912,-0.04630,0.02025,0.27226,0.01406,-4.26439,1.37411,80.00000,-0.03043,0.51613,337.80242,5.82246,0.01021,,,,,,-3.34359,3.34359,14.16631,14.16631,5.96175,5.96175,36.92481,2609773.07218,14.77477,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-D33F0493,Megascops watsonii,Megascops_watsonii,Strigidae,Strigiformes,Strigidae,Strigiformes,23.22500,13.30000,8.20000,13.30000,-0.02799,-0.02256,-0.04878,2.83232,4.69580,34.22000,-0.01266,165.60000,43.00000,127.25000,25.25000,-0.00604,0.17054,-0.06549,0.17690,0.25966,0.00470,-5.35934,1.30138,90.60000,-0.04415,0.54710,129.00000,4.85981,0.00322,5.00000,1.00000,3.00000,Dunning,NO,-17.50000,17.50000,10.83000,10.83000,-4.61000,4.61000,-63.16000,6312593.48000,15.65806,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-4FB0F5F3,Megastictus margaritatus,Megastictus_margaritatus,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,20.40000,12.16250,5.20000,5.21250,-0.01471,-0.02261,-0.03846,3.92308,1.32868,19.87500,-0.04277,68.70000,9.50000,59.66250,13.70000,-0.01820,-0.08421,-0.01718,-0.06569,0.13828,0.00428,-5.45382,1.15148,46.68750,0.02945,0.67959,20.20000,3.00568,0.00257,8.00000,4.00000,4.00000,Dunning,NO,-11.16000,11.16000,6.36000,6.36000,-3.45000,3.45000,-68.12000,1933727.21000,14.47496,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-0D0A9D98,Megatriorchis doriae,Megatriorchis_doriae,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,35.10000,19.90000,11.60000,16.70000,-0.15621,-0.25128,-0.14105,3.02586,5.51909,80.00000,0.08334,290.50000,75.55000,214.95000,26.00000,-0.29916,-0.82063,-0.11795,-0.36700,0.26007,0.01185,-4.43545,1.35148,257.50000,0.14667,0.88640,1000.00000,6.90776,0.00195,2.00000,0.00000,2.00000,Dunning,NO,-10.73000,10.73000,-0.34000,0.34000,-5.34000,5.34000,141.12000,599836.92000,13.30441,tropical,Forest,Open,resident,Carnivore,Vertivore,Insessorial
AVIBASE-D5387AC3,Megaxenops parnaguae,Megaxenops_parnaguae,Furnariidae,Passeriformes,Furnariidae,Passeriformes,15.61250,13.11250,3.75000,5.97692,0.02263,0.05720,0.08889,4.16333,1.43561,18.23846,0.12282,75.25385,11.19000,63.61667,15.20000,0.04108,0.11618,0.04749,0.07039,0.14870,0.00441,-5.42286,1.18293,65.50909,0.04061,0.87051,25.00000,3.21888,0.00412,13.00000,5.00000,7.00000,Dunning,NO,-17.65000,17.65000,-3.41000,3.41000,-11.25000,11.25000,-42.76000,658330.63000,13.39746,tropical,Woodland,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-B1C8FC63,Megazosterops palauensis,Megazosterops_palauensis,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes,20.10000,11.90000,3.80000,5.70000,0.29292,0.33891,0.20118,5.28947,1.07761,23.60000,0.23537,76.50000,13.10000,63.40000,17.10000,0.21343,0.18614,0.21951,-0.03693,0.17124,0.00530,-5.24059,1.20662,49.50000,0.07248,0.64706,31.00000,3.43399,0.00236,1.00000,0.00000,1.00000,EltonTraits_Model,NO,6.97000,6.97000,7.73000,7.73000,7.47000,7.47000,134.55000,413.29000,6.02415,tropical,Forest,Open,resident,Omnivore,Omnivore,Insessorial
AVIBASE-C1941D4D,Meiglyptes grammithorax,Meiglyptes_tristis,Picidae,Piciformes,Picidae,Piciformes,19.50000,15.45000,7.00000,6.67500,0.04615,0.03236,-0.07143,2.78571,2.39615,17.52500,-0.05991,96.12500,17.75000,78.40000,18.42500,-0.04421,-0.10704,-0.03061,-0.06242,0.18466,0.00343,-5.67498,1.22608,43.72500,0.01029,0.45488,31.70000,3.45632,0.00589,4.00000,2.00000,2.00000,DataFromSplit,NO,-5.95000,5.95000,14.35000,14.35000,1.38000,1.38000,108.10000,1392331.69000,14.14649,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-69BC6C53,Meiglyptes jugularis,Meiglyptes_jugularis,Picidae,Piciformes,Picidae,Piciformes,20.00000,15.62500,6.82000,6.92000,-0.04583,-0.04800,-0.03177,2.93255,2.35972,21.00000,0.03175,100.60000,17.57500,82.92500,17.47500,0.00166,-0.17354,0.03678,-0.17454,0.17470,0.00528,-5.24449,1.21314,49.40000,0.11471,0.49105,53.40000,3.97781,0.00577,5.00000,2.00000,3.00000,Dunning,NO,9.92000,9.92000,23.78000,23.78000,16.53000,16.53000,102.70000,580432.68000,13.27153,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-C24A0885,Meiglyptes tristis,Meiglyptes_tristis,Picidae,Piciformes,Picidae,Piciformes,19.85714,15.20000,6.47143,6.47143,-0.01343,-0.03399,-0.04636,3.06843,2.10904,17.97143,-0.05379,91.14286,17.88333,73.45000,19.60000,0.01829,-0.05778,0.05264,-0.08929,0.19621,0.00382,-5.56854,1.24088,46.28571,0.02160,0.50784,31.70000,3.45632,0.00546,7.00000,3.00000,3.00000,Dunning,NO,-7.82000,7.82000,-5.87000,5.87000,-6.84000,6.84000,107.40000,50016.69000,10.82011,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-A858DD82,Meiglyptes tukki,Meiglyptes_tukki,Picidae,Piciformes,Picidae,Piciformes,25.16667,19.94000,7.23333,7.33333,-0.12329,-0.07767,0.02869,3.47926,2.10772,20.95000,-0.02239,96.83333,15.16000,81.64000,15.58000,-0.19246,-0.51491,-0.08968,-0.22588,0.15656,0.00566,-5.17381,1.18610,57.66667,-0.20638,0.59553,53.10000,3.97218,0.00577,6.00000,0.00000,2.00000,Dunning,NO,-5.95000,5.95000,14.25000,14.25000,1.20000,1.20000,108.06000,772219.58000,13.55702,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-A920880B,Melaenornis annamarulae,Melaenornis_annamarulae,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,16.50000,8.92500,4.65000,4.87500,-0.05455,0.01681,0.06452,3.54839,1.37386,21.77500,-0.02526,101.50000,21.25000,80.25000,20.92500,0.00985,0.08471,-0.00997,0.07407,0.20936,0.00387,-5.55374,1.26480,80.75000,-0.00619,0.79557,39.90000,3.68638,0.00386,4.00000,2.00000,2.00000,Dunning,NO,4.63000,4.63000,8.68000,8.68000,6.65000,6.65000,-7.43000,132494.24000,11.79429,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-C25A248F,Melaenornis ardesiacus,Melaenornis_ardesiacus,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,17.30000,10.20000,4.30000,5.10000,0.05996,0.08291,0.06754,4.02326,1.26763,22.20000,-0.03560,85.00000,10.90000,74.10000,12.80000,0.06327,-0.42342,0.13453,-0.50533,0.12824,0.00401,-5.51801,1.14710,79.00000,0.21224,0.92941,29.00000,3.36730,0.00265,1.00000,0.00000,1.00000,Dunning,NO,-5.22000,5.22000,0.78000,0.78000,-2.37000,2.37000,29.26000,60515.81000,11.01066,tropical,Forest,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-167C67BA,Melaenornis brunneus,Dioptrornis_brunneus,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,14.46667,7.96667,3.86667,4.13333,0.09677,0.13808,-0.06466,3.74138,1.10476,21.13333,-0.01656,81.66667,11.03333,70.63333,13.50000,0.00612,0.02266,0.00354,0.02222,0.13510,0.00402,-5.51689,1.15621,72.00000,-0.02083,0.88163,26.80000,3.28840,0.00284,3.00000,2.00000,1.00000,EltonTraits_Model,NO,-15.45000,15.45000,-9.18000,9.18000,-12.30000,12.30000,14.66000,68829.73000,11.13939,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-373E54E6,Melaenornis chocolatinus,Dioptrornis_chocolatinus,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,14.82000,8.05000,3.62000,4.06000,-0.02024,-0.12422,-0.10589,4.09392,0.99171,19.34000,-0.15598,82.80000,12.42500,70.07500,15.05000,0.02617,0.24547,-0.01498,0.22591,0.15006,0.00341,-5.68012,1.18159,72.60000,-0.03214,0.87681,23.40000,3.15274,0.00323,5.00000,2.00000,3.00000,Dunning,NO,5.60000,5.60000,15.58000,15.58000,9.42000,9.42000,38.18000,202824.29000,12.22010,tropical,Woodland,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-F188F8C8,Melaenornis edolioides,Melaenornis_edolioides,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,16.52000,9.62500,4.48000,4.68000,0.04742,0.02597,0.02976,3.68750,1.26915,21.18000,-0.17863,99.10000,17.00000,82.37500,17.02500,0.01009,0.16471,-0.01275,0.15565,0.17154,0.00313,-5.76800,1.20303,99.00000,0.03367,0.99899,30.70000,3.42426,0.00323,5.00000,2.00000,3.00000,Dunning,NO,-2.38000,2.38000,17.40000,17.40000,8.39000,8.39000,13.68000,3825770.16000,15.15727,tropical,Woodland,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-3809131C,Melaenornis fischeri,Dioptrornis_fischeri,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,17.73333,9.40000,3.82500,4.60000,0.00940,0.02128,0.01307,4.63616,0.99220,21.92727,0.03238,87.29167,13.12500,74.16667,15.03333,0.05632,0.03429,0.06022,-0.02217,0.15036,0.00307,-5.78577,1.17697,72.68182,0.06008,0.83263,23.40000,3.15274,0.00222,12.00000,6.00000,6.00000,Dunning,NO,-13.82000,13.82000,4.74000,4.74000,-3.21000,3.21000,33.79000,655062.95000,13.39249,tropical,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-D17B7DA0,Melaenornis herero,Namibornis_herero,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,17.67500,10.05000,3.90000,4.35000,-0.04809,-0.05970,0.02564,4.53205,0.95983,22.85000,-0.11379,88.50000,16.02500,72.47500,18.10000,0.03390,0.04680,0.03105,0.01657,0.18107,0.00347,-5.66279,1.22111,69.50000,0.10072,0.78531,27.20000,3.30322,0.00228,4.00000,2.00000,2.00000,Dunning,NO,-25.41000,25.41000,-16.01000,16.01000,-20.20000,20.20000,14.62000,174435.57000,12.06931,tropical,Shrubland,Dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-8A9A7AAA,Melaenornis pammelaina,Melaenornis_pammelaina,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,16.21250,9.78750,4.68750,4.67500,0.02776,0.04598,0.08533,3.45867,1.35168,23.02500,-0.02606,107.75000,23.12500,84.62500,21.33750,0.09281,0.16432,0.07326,0.08202,0.21462,0.00260,-5.95179,1.27326,93.62500,0.05340,0.86891,30.20000,3.40784,0.00247,8.00000,2.00000,2.00000,Dunning,NO,-33.78000,33.78000,1.89000,1.89000,-14.26000,14.26000,27.21000,4080335.72000,15.22169,tropical,Woodland,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-AB38EDFD,Melaenornis semipartitus,Empidornis_semipartitus,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,15.88000,8.50000,4.52000,4.24000,0.11860,0.11765,0.09956,3.51327,1.20685,19.80000,0.01683,92.20000,21.42500,69.07500,23.67500,0.02169,-0.11902,0.02244,-0.10771,0.23238,0.00265,-5.93440,1.33478,82.80000,-0.00403,0.89805,22.50000,3.11352,0.00290,5.00000,2.00000,3.00000,Dunning,NO,-5.51000,5.51000,14.00000,14.00000,5.51000,5.51000,31.61000,662620.71000,13.40396,tropical,Shrubland,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-FD391374,Melaenornis silens,Sigelus_silens,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,17.24000,9.85000,4.00000,4.44000,0.00870,0.02030,0.02083,4.31000,1.03016,23.66000,0.14511,90.20000,19.42500,70.07500,21.67500,0.05913,0.12098,0.03782,0.06690,0.21535,0.00316,-5.75757,1.28719,78.00000,0.07479,0.86475,25.70000,3.24649,0.00194,5.00000,2.00000,3.00000,Dunning,NO,-34.84000,34.84000,-20.60000,20.60000,-28.41000,28.41000,26.50000,982178.67000,13.79753,temperate,Woodland,Dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-3F1AEE95,Melampitta lugubris,Melampitta_lugubris,Melampittidae,Passeriformes,Orthonychidae,Passeriformes,20.92000,12.17500,3.98000,5.68000,0.01912,-0.03559,0.05653,5.25628,1.08061,38.14000,0.01114,83.00000,5.32500,77.92500,6.40000,-0.01506,0.10642,-0.02010,0.12500,0.06416,0.00620,-5.08348,1.06513,59.75000,0.10600,0.71988,42.70000,3.75420,0.00077,5.00000,1.00000,4.00000,Dunning,NO,-9.90000,9.90000,-0.94000,0.94000,-5.84000,5.84000,143.21000,59306.62000,10.99048,tropical,Forest,Open,resident,Carnivore,Invertivore,Terrestrial
AVIBASE-9AC8AEA8,Melamprosops phaeosoma,Melamprosops_phaeosoma,,,Fringillidae,Passeriformes,16.90000,10.70000,6.00000,7.40000,0.02991,0.03507,0.05320,2.81667,2.62722,23.60000,0.02069,71.00000,11.70000,59.30000,16.50000,0.04344,0.12327,0.02615,0.04987,0.16479,0.00461,-5.37883,1.19730,34.50000,0.06618,0.48592,23.25529,3.14653,0.00177,,,,,,11.94935,11.94935,27.33632,27.33632,20.05224,20.05224,11.17251,2069185.58360,14.54267,tropical,Forest,Semi-dense,resident,Herbivore,Granivore,Insessorial
AVIBASE-88C719E5,Melanerpes aurifrons,Melanerpes_aurifrons,Picidae,Piciformes,Picidae,Piciformes,34.65556,24.70000,7.76000,7.20000,0.02366,-0.01215,0.02362,4.46592,1.61221,22.81111,0.01469,129.11111,31.21250,97.91250,24.16250,-0.01936,-0.08410,-0.00128,-0.06311,0.24175,0.00485,-5.32937,1.31864,78.11111,0.02560,0.60499,80.80000,4.39198,0.00681,9.00000,4.00000,5.00000,Dunning,NO,12.65000,12.65000,36.48000,36.48000,22.96000,22.96000,-96.75000,1414625.35000,14.16238,tropical,Shrubland,Semi-dense,resident,Omnivore,Omnivore,Insessorial
AVIBASE-5EEB01F7,Melanerpes cactorum,Melanerpes_cactorum,Picidae,Piciformes,Picidae,Piciformes,21.08000,14.52500,5.46000,5.58000,0.18817,0.09983,0.21673,3.86081,1.44529,17.42000,0.24589,106.00000,25.87500,77.87500,24.87500,-0.01572,-0.14879,-0.03403,-0.08241,0.24410,0.00311,-5.77439,1.36116,64.60000,0.13158,0.60943,34.90000,3.55249,0.00660,5.00000,2.00000,3.00000,Dunning,NO,-33.19000,33.19000,-16.19000,16.19000,-25.83000,25.83000,-61.98000,942033.85000,13.75580,temperate,Woodland,Semi-dense,resident,Omnivore,Invertivore,Insessorial
AVIBASE-5CA0BA87,Melanerpes candidus,Melanerpes_candidus,Picidae,Piciformes,Picidae,Piciformes,34.70000,26.07500,7.67500,8.07500,0.06052,0.05177,0.03257,4.52117,1.78604,24.62500,0.00203,157.25000,48.40000,108.85000,30.75000,-0.02862,-0.14050,0.02113,-0.11707,0.30779,0.00437,-5.43354,1.44465,96.50000,-0.01036,0.61367,108.00000,4.68213,0.00723,4.00000,2.00000,2.00000,Dunning,NO,-35.05000,35.05000,6.00000,6.00000,-18.87000,18.87000,-53.00000,5535970.53000,15.52678,tropical,Grassland,Semi-dense,resident,Herbivore,Frugivore,Insessorial
AVIBASE-078557F2,Melanerpes carolinus,Melanerpes_carolinus,Picidae,Piciformes,Picidae,Piciformes,32.63000,21.58000,7.13333,7.60000,0.14455,0.09808,0.09346,4.57430,1.66146,21.12000,0.09430,127.15000,35.52222,90.43333,28.24444,0.06423,-0.01534,0.07928,-0.06886,0.27937,0.00430,-5.44941,1.40601,76.85000,0.02928,0.60440,69.50000,4.24133,0.00738,10.00000,4.00000,6.00000,Dunning,NO,24.53000,24.53000,46.90000,46.90000,36.96000,36.96000,-88.00000,3074161.82000,14.93854,temperate,Woodland,Open,resident,Omnivore,Omnivore,Insessorial
AVIBASE-CF141866,Melanerpes chrysauchen,Melanerpes_chrysauchen,Picidae,Piciformes,Picidae,Piciformes,24.76000,17.50000,6.20000,6.52000,0.08010,0.01524,0.02688,3.99355,1.63263,18.46000,0.00813,110.20000,29.10000,81.40000,26.32500,-0.04083,-0.05956,-0.05242,-0.00633,0.26407,0.00432,-5.44378,1.35381,56.00000,0.02976,0.50817,52.50000,3.96081,0.00835,5.00000,3.00000,2.00000,Dunning,NO,8.03000,8.03000,9.76000,9.76000,8.90000,8.90000,-83.27000,15256.01000,9.63273,tropical,Forest,Open,resident,Omnivore,Invertivore,Insessorial
AVIBASE-100C01C4,Melanerpes chrysogenys,Melanerpes_chrysogenys,Picidae,Piciformes,Picidae,Piciformes,26.50000,18.77500,6.52000,6.74000,0.07233,0.05060,0.03067,4.06442,1.65829,20.30000,0.09031,117.80000,24.92500,91.57500,21.40000,0.03254,0.05015,0.00819,0.03271,0.21159,0.00488,-5.32289,1.28638,79.40000,-0.05458,0.67402,67.70000,4.21509,0.00809,5.00000,2.00000,3.00000,Dunning,NO,15.65000,15.65000,24.12000,24.12000,19.45000,19.45000,-102.39000,161373.56000,11.99148,tropical,Woodland,Semi-dense,resident,Carnivore,Invertivore,Insessorial
AVIBASE-BFF72DFE,Melanerpes cruentatus,Melanerpes_cruentatus,Picidae,Piciformes,Picidae,Piciformes,26.32308,20.28333,6.74615,6.63077,0.07924,0.09532,0.03565,3.90194,1.69935,18.58462,0.02344,113.84615,31.67500,82.21250,27.80000,0.00021,0.02052,0.00760,0.00719,0.27823,0.00448,-5.40753,1.38478,56.07692,-0.00849,0.49257,58.10000,4.06217,0.00905,13.00000,6.00000,7.00000,Dunning,NO,-17.95000,17.95000,9.20000,9.20000,-4.36000,4.36000,-62.44000,7237147.71000,15.79474,tropical,Forest,Open,resident,Omnivore,Invertivore,Insessorial
AVIBASE-448D91B7,Melanerpes erythrocephalus,Melanerpes_erythrocephalus,Picidae,Piciformes,Picidae,Piciformes,27.30000,20.30000,7.55000,7.38333,0.00488,0.00000,-0.07506,3.61589,2.04191,20.60000,-0.04369,139.66667,40.57500,98.92500,29.07500,0.00597,0.08996,-0.03690,0.09114,0.29051,0.00367,-5.60742,1.41184,83.33333,0.03000,0.59666,71.60000,4.27110,0.00819,6.00000,2.00000,3.00000,Dunning,NO,25.64000,25.64000,51.70000,51.70000,40.26000,40.26000,-93.26000,5461683.20000,15.51327,temperate,Forest,Open,resident,Carnivore,Invertivore,Insessorial
AVIBASE-F90C0962,Melanerpes flavifrons,Melanerpes_flavifrons,Picidae,Piciformes,Picidae,Piciformes,27.20000,20.92500,6.52500,6.65000,0.01471,0.01434,0.02554,4.16858,1.59527,18.80000,0.01418,117.00000,31.22500,85.77500,26.65000,0.00000,0.00107,-0.00039,-0.00250,0.26688,0.00422,-5.46736,1.36403,69.50000,0.08633,0.59402,57.80000,4.05699,0.00870,4.00000,1.00000,3.00000,Dunning,NO,-29.74000,29.74000,-12.31000,12.31000,-22.06000,22.06000,-48.75000,1557771.44000,14.25877,tropical,Forest,Open,resident,Herbivore,Omnivore,Insessorial
AVIBASE-7E327303,Melanerpes formicivorus,Melanerpes_formicivorus,Picidae,Piciformes,Picidae,Piciformes,26.92500,20.57500,8.18571,7.44286,0.08418,0.04131,0.04072,3.28927,2.26277,21.84286,0.06104,139.75000,40.12500,103.62500,28.00000,0.02266,-0.15826,0.10470,-0.18929,0.28712,0.00408,-5.50270,1.34861,84.50000,-0.02663,0.60465,79.60000,4.37701,0.00764,8.00000,4.00000,3.00000,Dunning,NO,1.45000,1.45000,45.70000,45.70000,25.79000,25.79000,-104.16000,1502706.45000,14.22278,temperate,Woodland,Semi-dense,resident,Herbivore,Granivore,Insessorial
AVIBASE-21DB707D,Melanerpes herminieri,Melanerpes_herminieri,Picidae,Piciformes,Picidae,Piciformes,34.92000,25.27500,8.44000,7.66000,0.19044,0.18859,0.18365,4.13744,1.85139,26.74000,0.15146,136.40000,33.75000,102.50000,24.72500,0.04949,0.05728,0.04943,0.00135,0.24743,0.00537,-5.22601,1.33073,102.60000,-0.02924,0.75220,100.00000,4.60517,0.00523,5.00000,1.00000,4.00000,Dunning,NO,15.95000,15.95000,16.52000,16.52000,16.23000,16.23000,-61.57000,1468.62000,7.29208,tropical,Forest,Open,resident,Omnivore,Invertivore,Insessorial
AVIBASE-5EE1961C,Melanerpes hoffmannii,Melanerpes_hoffmannii,Picidae,Piciformes,Picidae,Piciformes,27.00000,19.25333,7.44375,7.05625,0.13272,0.07411,0.06213,3.62720,1.94537,20.61875,-0.04911,118.06250,25.20000,92.80000,21.40000,0.01271,-0.00794,0.05603,-0.04673,0.21345,0.00518,-5.26299,1.27223,55.62500,0.03146,0.47115,72.20000,4.27944,0.00824,16.00000,8.00000,8.00000,Dunning,NO,9.55000,9.55000,13.39000,13.39000,11.56000,11.56000,-85.67000,51111.87000,10.84177,tropical,Woodland,Semi-dense,resident,Omnivore,Invertivore,Insessorial
