avibase_id,species_latin_key,species_english,species_birdlife,species_ioc,species_ebird,species_avilist,order,family_ioc,family_clements,family_birdlife,family_avilist,genus
AVIBASE-73808E99,Laniisoma buckleyi,Andean Mourner,Laniisoma buckleyi,Laniisoma buckleyi,Laniisoma buckleyi,Laniisoma buckleyi,Passeriformes,Tityridae,Tityridae,Tityridae,Tityridae,Laniisoma
AVIBASE-7380A531,Otus rufescens,Reddish Scops-owl,Otus rufescens,Otus rufescens,Otus rufescens,Otus rufescens,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Otus
AVIBASE-738596E2,Stachyris grammiceps,White-breasted Babbler,Stachyris grammiceps,Stachyris grammiceps,Stachyris grammiceps,Stachyris grammiceps,Passeriformes,Timaliidae,Timaliidae,Timaliidae,Timaliidae,Stachyris
AVIBASE-7387E828,Muscicapa gambagae,Gambaga Flycatcher,Muscicapa gambagae,Muscicapa gambagae,Muscicapa gambagae,Muscicapa gambagae,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapa
AVIBASE-7390B9DD,Coccyzus bahamensis,Bahama Lizard-cuckoo,Coccyzus bahamensis,MISSING,MISSING,MISSING,Cuculiformes,MISSING,MISSING,Cuculidae,MISSING,Coccyzus
AVIBASE-7391E633,Eremopterix australis,Black-eared Sparrow-lark,Eremopterix australis,Eremopterix australis,Eremopterix australis,Eremopterix australis,Passeriformes,Alaudidae,Alaudidae,Alaudidae,Alaudidae,Eremopterix
AVIBASE-73946059,Serpophaga nigricans,Sooty Tyrannulet,Serpophaga nigricans,Serpophaga nigricans,Serpophaga nigricans,Serpophaga nigricans,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Serpophaga
AVIBASE-7395D6B9,Rhipidura superflua,Tawny-backed Fantail,Rhipidura superflua,Rhipidura superflua,Rhipidura superflua,Rhipidura superflua,Passeriformes,Rhipiduridae,Rhipiduridae,Rhipiduridae,Rhipiduridae,Rhipidura
AVIBASE-739A97EE,Dendropicos poecilolaemus,Speckle-breasted Woodpecker,Dendropicos poecilolaemus,Dendropicos poecilolaemus,Dendropicos poecilolaemus,Dendropicos poecilolaemus,Piciformes,Picidae,Picidae,Picidae,Picidae,Dendropicos
AVIBASE-73A0AA07,Anthornis melanura,New Zealand Bellbird,Anthornis melanura,Anthornis melanura,Anthornis melanura,Anthornis melanura,Passeriformes,Meliphagidae,Meliphagidae,Meliphagidae,Meliphagidae,Anthornis
AVIBASE-73BC0382,Neomixis pallidior,Subdesert Jery,Neomixis pallidior,MISSING,MISSING,MISSING,Passeriformes,MISSING,MISSING,Cisticolidae,MISSING,Neomixis
AVIBASE-73BD4B29,Irania gutturalis,White-throated Robin,Irania gutturalis,Irania gutturalis,Irania gutturalis,Irania gutturalis,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Irania
AVIBASE-73BDA8FB,Grallaria alleni,Moustached Antpitta,Grallaria alleni,Grallaria alleni,Grallaria alleni,Grallaria alleni,Passeriformes,Grallariidae,Grallariidae,Grallariidae,Grallariidae,Grallaria
AVIBASE-73BE9A87,Certhia familiaris,Eurasian Treecreeper,Certhia familiaris,Certhia familiaris,Certhia familiaris,Certhia familiaris,Passeriformes,Certhiidae,Certhiidae,Certhiidae,Certhiidae,Certhia
AVIBASE-73C73E03,Cinclodes olrogi,Olrog's Cinclodes,Cinclodes olrogi,Cinclodes olrogi,Cinclodes olrogi,Cinclodes olrogi,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Cinclodes
AVIBASE-73CC2EE9,Sittiparus castaneoventris,Chestnut-bellied Tit,Sittiparus castaneoventris,Sittiparus castaneoventris,Sittiparus castaneoventris,Sittiparus castaneoventris,Passeriformes,Paridae,Paridae,Paridae,Paridae,Sittiparus
AVIBASE-73CC49C7,Lophornis ornatus,Tufted Coquette,Lophornis ornatus,Lophornis ornatus,Lophornis ornatus,Lophornis ornatus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Lophornis
AVIBASE-73CF3166,Vireo gundlachii,Cuban Vireo,Vireo gundlachii,Vireo gundlachii,Vireo gundlachii,Vireo gundlachii,Passeriformes,Vireonidae,Vireonidae,Vireonidae,Vireonidae,Vireo
AVIBASE-73E1A69A,Laniarius poensis,Mountain Sooty Boubou,Laniarius poensis,Laniarius poensis,Laniarius poensis,Laniarius poensis,Passeriformes,Malaconotidae,Malaconotidae,Malaconotidae,Malaconotidae,Laniarius
AVIBASE-73E3CD29,Contopus punensis,Western Tropical Pewee,Contopus punensis,Contopus punensis,Contopus punensis,Contopus punensis,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Contopus
AVIBASE-73ED9A54,Eremopterix griseus,Ashy-crowned Sparrow-lark,Eremopterix griseus,Eremopterix griseus,Eremopterix griseus,Eremopterix griseus,Passeriformes,Alaudidae,Alaudidae,Alaudidae,Alaudidae,Eremopterix
AVIBASE-73EDAFFC,Hypotaenidia insignis,New Britain Rail,Hypotaenidia insignis,Hypotaenidia insignis,Gallirallus insignis,Gallirallus insignis,Gruiformes,Rallidae,Rallidae,Rallidae,Rallidae,Hypotaenidia
AVIBASE-73F8FC01,Nyctiprogne leucopyga,Band-tailed Nighthawk,Nyctiprogne leucopyga,Nyctiprogne leucopyga,Nyctiprogne leucopyga,Nyctiprogne leucopyga,Caprimulgiformes,Caprimulgidae,Caprimulgidae,Caprimulgidae,Caprimulgidae,Nyctiprogne
AVIBASE-7401CD82,Scytalopus simonsi,Puna Tapaculo,Scytalopus simonsi,Scytalopus simonsi,Scytalopus simonsi,Scytalopus simonsi,Passeriformes,Rhinocryptidae,Rhinocryptidae,Rhinocryptidae,Rhinocryptidae,Scytalopus
AVIBASE-74070E02,Cichlopsis peruviana,Peruvian Solitaire,Cichlopsis peruviana,MISSING,MISSING,MISSING,Passeriformes,MISSING,MISSING,Turdidae,MISSING,Cichlopsis
AVIBASE-741223A5,Centropus menbeki,Ivory-billed Coucal,Centropus menbeki,Centropus menbeki,Centropus menbeki,Centropus menbeki,Cuculiformes,Cuculidae,Cuculidae,Cuculidae,Cuculidae,Centropus
AVIBASE-74235327,Rubigula dispar,Ruby-throated Bulbul,Rubigula dispar,Rubigula dispar,Rubigula dispar,Rubigula dispar,Passeriformes,Pycnonotidae,Pycnonotidae,Pycnonotidae,Pycnonotidae,Rubigula
AVIBASE-74236837,Sterna dougallii,Roseate Tern,Sterna dougallii,Sterna dougallii,Sterna dougallii,Sterna dougallii,Charadriiformes,Laridae,Laridae,Laridae,Laridae,Sterna
AVIBASE-7423BFED,Guyramemua affinis,Chapada Flycatcher,Guyramemua affinis,Guyramemua affine,Guyramemua affine,Guyramemua affine,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Guyramemua
AVIBASE-7423EBDD,Amandava formosa,Green Avadavat,Amandava formosa,Amandava formosa,Amandava formosa,Amandava formosa,Passeriformes,Estrildidae,Estrildidae,Estrildidae,Estrildidae,Amandava
AVIBASE-742C395C,Larvivora namiyei,Okinawa Robin,Larvivora namiyei,Larvivora namiyei,Larvivora namiyei,Larvivora namiyei,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Larvivora
AVIBASE-742EC2F1,Lullula arborea,Woodlark,Lullula arborea,Lullula arborea,Lullula arborea,Lullula arborea,Passeriformes,Alaudidae,Alaudidae,Alaudidae,Alaudidae,Lullula
AVIBASE-74313060,Tarsiger indicus,White-browed Bush-robin,Tarsiger indicus,Tarsiger indicus,Tarsiger indicus,Tarsiger indicus,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Tarsiger
AVIBASE-74368984,Cochlearius cochlearius,Boat-billed Heron,Cochlearius cochlearius,Cochlearius cochlearius,Cochlearius cochlearius,Cochlearius cochlearius,Pelecaniformes,Ardeidae,Ardeidae,Ardeidae,Ardeidae,Cochlearius
AVIBASE-74375A41,Geositta isabellina,Creamy-rumped Miner,Geositta isabellina,Geositta isabellina,Geositta isabellina,Geositta isabellina,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Geositta
AVIBASE-74407F20,Premnoplex pariae,Paria Barbtail,Premnoplex pariae,MISSING,MISSING,MISSING,Passeriformes,MISSING,MISSING,Furnariidae,MISSING,Premnoplex
AVIBASE-744EE96B,Odontophorus strophium,Gorgeted Wood-quail,Odontophorus strophium,Odontophorus strophium,Odontophorus strophium,Odontophorus strophium,Galliformes,Odontophoridae,Odontophoridae,Odontophoridae,Odontophoridae,Odontophorus
AVIBASE-7451A628,Coracias garrulus,European Roller,Coracias garrulus,Coracias garrulus,Coracias garrulus,Coracias garrulus,Coraciiformes,Coraciidae,Coraciidae,Coraciidae,Coraciidae,Coracias
AVIBASE-745C796B,Haplophaedia lugens,Hoary Puffleg,Haplophaedia lugens,Haplophaedia lugens,Haplophaedia lugens,Haplophaedia lugens,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Haplophaedia
AVIBASE-745E4C3D,Geopelia maugeus,Barred Dove,Geopelia maugeus,Geopelia maugeus,Geopelia maugeus,Geopelia maugeus,Columbiformes,Columbidae,Columbidae,Columbidae,Columbidae,Geopelia
AVIBASE-7471E71D,Buphagus erythrorynchus,Red-billed Oxpecker,Buphagus erythrorynchus,Buphagus erythrorynchus,Buphagus erythroryncha,Buphagus erythroryncha,Passeriformes,Buphagidae,Buphagidae,Buphagidae,Buphagidae,Buphagus
AVIBASE-747B3A52,Motacilla clara,Mountain Wagtail,Motacilla clara,Motacilla clara,Motacilla clara,Motacilla clara,Passeriformes,Motacillidae,Motacillidae,Motacillidae,Motacillidae,Motacilla
AVIBASE-747BFF64,Pardalotus striatus,Striated Pardalote,Pardalotus striatus,Pardalotus striatus,Pardalotus striatus,Pardalotus striatus,Passeriformes,Pardalotidae,Pardalotidae,Pardalotidae,Pardalotidae,Pardalotus
AVIBASE-747DE096,Monticola sharpei,Forest Rock-thrush,Monticola sharpei,Monticola sharpei,Monticola sharpei,Monticola sharpei,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Monticola
AVIBASE-74853F89,Egretta ardesiaca,Black Heron,Egretta ardesiaca,Egretta ardesiaca,Egretta ardesiaca,Egretta ardesiaca,Pelecaniformes,Ardeidae,Ardeidae,Ardeidae,Ardeidae,Egretta
AVIBASE-74907154,Leptoptilos javanicus,Lesser Adjutant,Leptoptilos javanicus,Leptoptilos javanicus,Leptoptilos javanicus,Leptoptilos javanicus,Ciconiiformes,Ciconiidae,Ciconiidae,Ciconiidae,Ciconiidae,Leptoptilos
AVIBASE-749E7B3C,Euplectes albonotatus,White-winged Widowbird,Euplectes albonotatus,Euplectes albonotatus,Euplectes albonotatus,Euplectes albonotatus,Passeriformes,Ploceidae,Ploceidae,Ploceidae,Ploceidae,Euplectes
AVIBASE-74CEB92D,Pseudocolaptes lawrencii,Buffy Tuftedcheek,Pseudocolaptes lawrencii,Pseudocolaptes lawrencii,Pseudocolaptes lawrencii,Pseudocolaptes lawrencii,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Pseudocolaptes
AVIBASE-74CFA678,Cynanthus lawrencei,Tres Marias Hummingbird,Cynanthus lawrencei,Cynanthus lawrencei,Cynanthus lawrencei,Cynanthus lawrencei,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Cynanthus
AVIBASE-74D1AE14,Amazona auropalliata,Yellow-naped Amazon,Amazona auropalliata,Amazona auropalliata,Amazona auropalliata,Amazona auropalliata,Psittaciformes,Psittacidae,Psittacidae,Psittacidae,Psittacidae,Amazona
AVIBASE-74D67BDB,Anthreptes aurantius,Violet-tailed Sunbird,Anthreptes aurantius,Anthreptes aurantius,Anthreptes aurantius,Anthreptes aurantius,Passeriformes,Nectariniidae,Nectariniidae,Nectariniidae,Nectariniidae,Anthreptes
AVIBASE-74E9F29B,Caprimulgus andamanicus,Andaman Nightjar,Caprimulgus andamanicus,Caprimulgus andamanicus,Caprimulgus andamanicus,Caprimulgus andamanicus,Caprimulgiformes,Caprimulgidae,Caprimulgidae,Caprimulgidae,Caprimulgidae,Caprimulgus
AVIBASE-74EC83F7,Piprites chloris,Wing-barred Piprites,Piprites chloris,Piprites chloris,Piprites chloris,Piprites chloris,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Piprites
AVIBASE-74EDE3CA,Eudocimus albus,White Ibis,Eudocimus albus,Eudocimus albus,Eudocimus albus,Eudocimus albus,Pelecaniformes,Threskiornithidae,Threskiornithidae,Threskiornithidae,Threskiornithidae,Eudocimus
AVIBASE-74F4A6E7,Pseudocolopteryx citreola,Ticking Doradito,Pseudocolopteryx citreola,Pseudocolopteryx citreola,Pseudocolopteryx citreola,Pseudocolopteryx citreola,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Pseudocolopteryx
AVIBASE-74F795BB,Megascops gilesi,Santa Marta Screech-owl,Megascops gilesi,Megascops gilesi,Megascops gilesi,Megascops gilesi,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Megascops
AVIBASE-74FC5DAB,Chloephaga picta,Upland Goose,Chloephaga picta,Chloephaga picta,Chloephaga picta,Chloephaga picta,Anseriformes,Anatidae,Anatidae,Anatidae,Anatidae,Chloephaga
AVIBASE-74FCC44D,Loxia scotica,Scottish Crossbill,Loxia scotica,Loxia scotica,Loxia scotica,Loxia scotica,Passeriformes,Fringillidae,Fringillidae,Fringillidae,Fringillidae,Loxia
AVIBASE-7507BE36,Crypturellus noctivagus,Yellow-legged Tinamou,Crypturellus noctivagus,Crypturellus noctivagus,Crypturellus noctivagus,Crypturellus noctivagus,Tinamiformes,Tinamidae,Tinamidae,Tinamidae,Tinamidae,Crypturellus
AVIBASE-7508D58D,Myophonus glaucinus,Javan Whistling-thrush,Myophonus glaucinus,Myophonus glaucinus,Myophonus glaucinus,Myophonus glaucinus,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Myophonus
AVIBASE-750BD451,Ailuroedus melanotis,Black-eared Catbird,Ailuroedus melanotis,Ailuroedus melanotis,Ailuroedus melanotis,Ailuroedus melanotis,Passeriformes,Ptilonorhynchidae,Ptilonorhynchidae,Ptilonorhynchidae,Ptilonorhynchidae,Ailuroedus
AVIBASE-750FE708,Aythya baeri,Baer's Pochard,Aythya baeri,Aythya baeri,Aythya baeri,Aythya baeri,Anseriformes,Anatidae,Anatidae,Anatidae,Anatidae,Aythya
AVIBASE-7516E687,Rostratula benghalensis,Greater Painted-snipe,Rostratula benghalensis,Rostratula benghalensis,Rostratula benghalensis,Rostratula benghalensis,Charadriiformes,Rostratulidae,Rostratulidae,Rostratulidae,Rostratulidae,Rostratula
AVIBASE-75194A63,Otus ireneae,Sokoke Scops-owl,Otus ireneae,Otus ireneae,Otus ireneae,Otus ireneae,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Otus
AVIBASE-752092BF,Ficedula buruensis,Cinnamon-chested Flycatcher,Ficedula buruensis,Ficedula buruensis,Ficedula buruensis,Ficedula buruensis,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Ficedula
AVIBASE-7520AC01,Enicurus immaculatus,Black-backed Forktail,Enicurus immaculatus,Enicurus immaculatus,Enicurus immaculatus,Enicurus immaculatus,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Enicurus
AVIBASE-75234D1E,Niltava grandis,Large Niltava,Niltava grandis,Niltava grandis,Niltava grandis,Niltava grandis,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Niltava
AVIBASE-7539A5FF,Amazona diadema,Diademed Amazon,Amazona diadema,Amazona diadema,MISSING,Amazona diadema,Psittaciformes,Psittacidae,MISSING,Psittacidae,Psittacidae,Amazona
AVIBASE-754993F1,Sterna virgata,Kerguelen Tern,Sterna virgata,Sterna virgata,Sterna virgata,Sterna virgata,Charadriiformes,Laridae,Laridae,Laridae,Laridae,Sterna
AVIBASE-754AE5B4,Incaspiza laeta,Buff-bridled Inca-finch,Incaspiza laeta,Incaspiza laeta,Incaspiza laeta,Incaspiza laeta,Passeriformes,Thraupidae,Thraupidae,Thraupidae,Thraupidae,Incaspiza
AVIBASE-75600969,Colaptes auratus,Yellow-shafted Flicker,Colaptes auratus,Colaptes auratus,Colaptes auratus,Colaptes auratus,Piciformes,Picidae,Picidae,Picidae,Picidae,Colaptes
AVIBASE-756A7501,Procnias albus,White Bellbird,Procnias albus,Procnias albus,Procnias albus,Procnias albus,Passeriformes,Cotingidae,Cotingidae,Cotingidae,Cotingidae,Procnias
AVIBASE-7572F846,Islerothraupis cristata,Flame-crested Tanager,Islerothraupis cristata,Loriotus cristatus,Loriotus cristatus,Loriotus cristatus,Passeriformes,Thraupidae,Thraupidae,Thraupidae,Thraupidae,Islerothraupis
AVIBASE-7574C0E5,Emberiza aureola,Yellow-breasted Bunting,Emberiza aureola,Emberiza aureola,Emberiza aureola,Emberiza aureola,Passeriformes,Emberizidae,Emberizidae,Emberizidae,Emberizidae,Emberiza
AVIBASE-757ABA94,Columba sjostedti,Cameroon Olive-pigeon,Columba sjostedti,Columba sjostedti,Columba sjostedti,Columba sjostedti,Columbiformes,Columbidae,Columbidae,Columbidae,Columbidae,Columba
AVIBASE-757B71A3,Petroica pusilla,Pacific Robin,Petroica pusilla,Petroica pusilla,Petroica pusilla,Petroica pusilla,Passeriformes,Petroicidae,Petroicidae,Petroicidae,Petroicidae,Petroica
AVIBASE-75889921,Phylloscopus forresti,Sichuan Leaf-warbler,Phylloscopus forresti,Phylloscopus forresti,Phylloscopus forresti,Phylloscopus forresti,Passeriformes,Phylloscopidae,Phylloscopidae,Phylloscopidae,Phylloscopidae,Phylloscopus
AVIBASE-758EC511,Phylloscopus cantator,Yellow-vented Warbler,Phylloscopus cantator,Phylloscopus cantator,Phylloscopus cantator,Phylloscopus cantator,Passeriformes,Phylloscopidae,Phylloscopidae,Phylloscopidae,Phylloscopidae,Phylloscopus
AVIBASE-75932535,Eremomela canescens,Green-backed Eremomela,Eremomela canescens,Eremomela canescens,Eremomela canescens,Eremomela canescens,Passeriformes,Cisticolidae,Cisticolidae,Cisticolidae,Cisticolidae,Eremomela
AVIBASE-759AD1FB,Merops orientalis,Asian Green Bee-eater,Merops orientalis,Merops orientalis,Merops orientalis,Merops orientalis,Coraciiformes,Meropidae,Meropidae,Meropidae,Meropidae,Merops
AVIBASE-759C5EB8,Anas poecilorhyncha,Indian Spot-billed Duck,Anas poecilorhyncha,Anas poecilorhyncha,Anas poecilorhyncha,Anas poecilorhyncha,Anseriformes,Anatidae,Anatidae,Anatidae,Anatidae,Anas
AVIBASE-75A6445E,Eumyias sordidus,Dull-blue Flycatcher,Eumyias sordidus,Eumyias sordidus,Eumyias sordidus,Eumyias sordidus,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Eumyias
AVIBASE-75AAC17B,Terpsiphone viridis,African Paradise-flycatcher,Terpsiphone viridis,Terpsiphone viridis,Terpsiphone viridis,Terpsiphone viridis,Passeriformes,Monarchidae,Monarchidae,Monarchidae,Monarchidae,Terpsiphone
AVIBASE-75B19C28,Myzomela rosenbergii,Red-collared Myzomela,Myzomela rosenbergii,Myzomela rosenbergii,Myzomela rosenbergii,Myzomela rosenbergii,Passeriformes,Meliphagidae,Meliphagidae,Meliphagidae,Meliphagidae,Myzomela
AVIBASE-75B49C25,Rhipidura javanica,Sunda Pied Fantail,Rhipidura javanica,Rhipidura javanica,Rhipidura javanica,Rhipidura javanica,Passeriformes,Rhipiduridae,Rhipiduridae,Rhipiduridae,Rhipiduridae,Rhipidura
AVIBASE-75B943A3,Pygoscelis antarcticus,Chinstrap Penguin,Pygoscelis antarcticus,Pygoscelis antarcticus,Pygoscelis antarcticus,Pygoscelis antarcticus,Sphenisciformes,Spheniscidae,Spheniscidae,Spheniscidae,Spheniscidae,Pygoscelis
AVIBASE-75BAB34E,Lamprotornis mevesii,Meves's Long-tailed Starling,Lamprotornis mevesii,Lamprotornis mevesii,Lamprotornis mevesii,Lamprotornis mevesii,Passeriformes,Sturnidae,Sturnidae,Sturnidae,Sturnidae,Lamprotornis
AVIBASE-75C915AF,Myiotriccus phoenicurus,Eastern Ornate Flycatcher,Myiotriccus phoenicurus,MISSING,MISSING,MISSING,Passeriformes,MISSING,MISSING,Tyrannidae,MISSING,Myiotriccus
AVIBASE-75CE1C40,Rhinortha chlorophaea,Raffles's Malkoha,Rhinortha chlorophaea,Rhinortha chlorophaea,Rhinortha chlorophaea,Rhinortha chlorophaea,Cuculiformes,Cuculidae,Cuculidae,Cuculidae,Cuculidae,Rhinortha
AVIBASE-75DC49AD,Tachycineta thalassina,Violet-green Swallow,Tachycineta thalassina,Tachycineta thalassina,Tachycineta thalassina,Tachycineta thalassina,Passeriformes,Hirundinidae,Hirundinidae,Hirundinidae,Hirundinidae,Tachycineta
AVIBASE-75E0430B,Apalis rufogularis,Buff-throated Apalis,Apalis rufogularis,Apalis rufogularis,Apalis rufogularis,Apalis rufogularis,Passeriformes,Cisticolidae,Cisticolidae,Cisticolidae,Cisticolidae,Apalis
AVIBASE-75E76449,Glaucidium cuculoides,Asian Barred Owlet,Glaucidium cuculoides,Glaucidium cuculoides,Glaucidium cuculoides,Glaucidium cuculoides,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Glaucidium
AVIBASE-75F40338,Gallinula nesiotis,Tristan Moorhen,Gallinula nesiotis,Gallinula nesiotis,Gallinula nesiotis,Gallinula nesiotis,Gruiformes,Rallidae,Rallidae,Rallidae,Rallidae,Gallinula
AVIBASE-75F9612E,Cyanoramphus novaezelandiae,Red-fronted Parakeet,Cyanoramphus novaezelandiae,Cyanoramphus novaezelandiae,Cyanoramphus novaezelandiae,Cyanoramphus novaezelandiae,Psittaciformes,Psittaculidae,Psittaculidae,Psittacidae,Psittaculidae,Cyanoramphus
AVIBASE-76079E12,Coeligena prunellei,Black Inca,Coeligena prunellei,Coeligena prunellei,Coeligena prunellei,Coeligena prunellei,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Coeligena
AVIBASE-7608AA0E,Sakesphorus canadensis,Black-crested Antshrike,Sakesphorus canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Passeriformes,Thamnophilidae,Thamnophilidae,Thamnophilidae,Thamnophilidae,Sakesphorus
AVIBASE-7609CE39,Laniocera rufescens,Speckled Mourner,Laniocera rufescens,Laniocera rufescens,Laniocera rufescens,Laniocera rufescens,Passeriformes,Tityridae,Tityridae,Tityridae,Tityridae,Laniocera
AVIBASE-760F307A,Columba palumbus,Common Woodpigeon,Columba palumbus,Columba palumbus,Columba palumbus,Columba palumbus,Columbiformes,Columbidae,Columbidae,Columbidae,Columbidae,Columba
AVIBASE-76158864,Lanius borealis,Northern Grey Shrike,Lanius borealis,Lanius borealis,Lanius borealis,Lanius borealis,Passeriformes,Laniidae,Laniidae,Laniidae,Laniidae,Lanius
AVIBASE-76179577,Aerodramus maximus,Black-nest Swiftlet,Aerodramus maximus,Aerodramus maximus,Aerodramus maximus,Aerodramus maximus,Caprimulgiformes,Apodidae,Apodidae,Apodidae,Apodidae,Aerodramus
AVIBASE-7621E1A6,Carpodacus rubicilla,Great Rosefinch,Carpodacus rubicilla,Carpodacus rubicilla,Carpodacus rubicilla,Carpodacus rubicilla,Passeriformes,Fringillidae,Fringillidae,Fringillidae,Fringillidae,Carpodacus
AVIBASE-7623A65D,Microptilotis vicina,Tagula Honeyeater,Microptilotis vicina,Microptilotis vicina,Meliphaga vicina,Meliphaga vicina,Passeriformes,Meliphagidae,Meliphagidae,Meliphagidae,Meliphagidae,Microptilotis
AVIBASE-7629D2C2,Cyanocorax hafferi,Campina Jay,Cyanocorax hafferi,MISSING,MISSING,MISSING,Passeriformes,MISSING,MISSING,Corvidae,MISSING,Cyanocorax
AVIBASE-7631D1A3,Myrmecocichla tholloni,Congo Moor Chat,Myrmecocichla tholloni,Myrmecocichla tholloni,Myrmecocichla tholloni,Myrmecocichla tholloni,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Myrmecocichla
AVIBASE-763511B2,Terpsiphone affinis,Oriental Paradise-flycatcher,Terpsiphone affinis,Terpsiphone affinis,Terpsiphone affinis,Terpsiphone affinis,Passeriformes,Monarchidae,Monarchidae,Monarchidae,Monarchidae,Terpsiphone
AVIBASE-76477B32,Hemiprocne comata,Whiskered Treeswift,Hemiprocne comata,Hemiprocne comata,Hemiprocne comata,Hemiprocne comata,Caprimulgiformes,Hemiprocnidae,Hemiprocnidae,Hemiprocnidae,Hemiprocnidae,Hemiprocne
AVIBASE-764DC1DA,Cracticus louisiadensis,Tagula Butcherbird,Cracticus louisiadensis,Cracticus louisiadensis,Cracticus louisiadensis,Cracticus louisiadensis,Passeriformes,Artamidae,Artamidae,Artamidae,Artamidae,Cracticus
AVIBASE-76537A2A,Thripophaga amacurensis,Delta Amacuro Softtail,Thripophaga amacurensis,Thripophaga amacurensis,Thripophaga amacurensis,Thripophaga amacurensis,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Thripophaga
AVIBASE-7656697A,Ducula zoeae,Zoe's Imperial-pigeon,Ducula zoeae,Ducula zoeae,Ducula zoeae,Ducula zoeae,Columbiformes,Columbidae,Columbidae,Columbidae,Columbidae,Ducula
AVIBASE-7661D9F4,Manorina melanotis,Black-eared Miner,Manorina melanotis,Manorina melanotis,Manorina melanotis,Manorina melanotis,Passeriformes,Meliphagidae,Meliphagidae,Meliphagidae,Meliphagidae,Manorina
AVIBASE-76642513,Pteroglossus castanotis,Chestnut-eared Araçari,Pteroglossus castanotis,Pteroglossus castanotis,Pteroglossus castanotis,Pteroglossus castanotis,Piciformes,Ramphastidae,Ramphastidae,Ramphastidae,Ramphastidae,Pteroglossus
AVIBASE-76644DFB,Pachycephala richardsi,Bougainville Hooded Whistler,Pachycephala richardsi,Pachycephala richardsi,Pachycephala richardsi,Pachycephala richardsi,Passeriformes,Pachycephalidae,Pachycephalidae,Pachycephalidae,Pachycephalidae,Pachycephala
AVIBASE-766B3C30,Amazona ventralis,Hispaniolan Amazon,Amazona ventralis,Amazona ventralis,Amazona ventralis,Amazona ventralis,Psittaciformes,Psittacidae,Psittacidae,Psittacidae,Psittacidae,Amazona
AVIBASE-76745280,Nisaetus alboniger,Blyth's Hawk-eagle,Nisaetus alboniger,Nisaetus alboniger,Nisaetus alboniger,Nisaetus alboniger,Accipitriformes,Accipitridae,Accipitridae,Accipitridae,Accipitridae,Nisaetus
AVIBASE-767A595E,Microhierax melanoleucos,Pied Falconet,Microhierax melanoleucos,Microhierax melanoleucos,Microhierax melanoleucos,Microhierax melanoleucos,Falconiformes,Falconidae,Falconidae,Falconidae,Falconidae,Microhierax
AVIBASE-7680293A,Spizaetus tyrannus,Black Hawk-eagle,Spizaetus tyrannus,Spizaetus tyrannus,Spizaetus tyrannus,Spizaetus tyrannus,Accipitriformes,Accipitridae,Accipitridae,Accipitridae,Accipitridae,Spizaetus
AVIBASE-76842795,Climacteris affinis,White-browed Treecreeper,Climacteris affinis,Climacteris affinis,Climacteris affinis,Climacteris affinis,Passeriformes,Climacteridae,Climacteridae,Climacteridae,Climacteridae,Climacteris
AVIBASE-768C2230,Arborophila mandellii,Chestnut-breasted Partridge,Arborophila mandellii,Arborophila mandellii,Arborophila mandellii,Arborophila mandellii,Galliformes,Phasianidae,Phasianidae,Phasianidae,Phasianidae,Arborophila
