avibase_id,beak_culmen,beak_culmen_m,beak_culmen_f,beak_nares,beak_nares_m,beak_nares_f,beak_width,beak_width_m,beak_width_f,beak_depth,beak_depth_m,beak_depth_f,tarsus,tarsus_m,tarsus_f,wing_len,wing_len_m,wing_len_f,kipps,kipps_m,kipps_f,secondary,secondary_m,secondary_f,hand_wing_index,hand_wing_index_m,hand_wing_index_f,tail_len,tail_len_m,tail_len_f,sample_size,sample_size_f,sample_size_m,mass,mass_source,inference,habitat,habitat_density,migration,primary_diet,trophic_niche,lifestyle,lat_min,lat_max,lat_centroid,lon_centroid,range_size,mass_BB,elevation_min_BB,elevation_range_BB,elevation_max_BB,habitat_BB,primary_diet_BB,nest_type_BB,flightless_BB,trophic_niche_BB,in_avonet,in_birdbase
AVIBASE-0F97A356,21.07143,21.53333,21.35,12.83846,13.0,12.15,5.89286,5.33333,4.65,6.48571,6.6,6.6,25.67857,23.8,22.95,103.32143,105.83333,96.5,15.375,14.5,13.75,88.16667,92.75,82.75,14.84167,13.5,14.25,94.0,89.33333,92.0,14.0,2.0,3.0,42.6,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,4.28,8.92,6.73,-3.39,646336.43,42.45,0.0,1250.0,1250.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-0F995883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,17.5,DataFromSplit,YES,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-9.8,-7.87,-9.0,161.0,4369.01,20.75,0.0,1000.0,1000.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-0F9969E8,13.42,,,8.7,,,5.9,,,9.38,,,17.8,,,90.4,,,23.75,,,67.25,,,26.175,,,52.2,,,5.0,0.0,0.0,50.6,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,0.66,18.76,14.43,-87.49,270382.47,54.76667,0.0,1300.0,1300.0,Forest,Carnivore,CV,No,Invertivore,True,True
AVIBASE-0F9B5174,124.65556,130.63333,121.86667,86.4,88.3,86.86667,25.98889,26.3,27.23333,38.07778,39.96667,36.5,294.5,329.5,274.0,399.0,425.33333,377.33333,163.95,199.0,170.0,230.3,220.5,207.33333,41.5625,47.4,45.06667,138.44444,153.66667,123.33333,9.0,3.0,3.0,3031.6,Dunning,NO,Wetland,3.0,2.0,Carnivore,Aquatic predator,Terrestrial,-34.84,51.09,-8.68,28.91,5093092.47,2953.66,0.0,3200.0,3200.0,Wetland,Carnivore,"CP,HC",No,Invertivore,True,True
AVIBASE-0F9B6F63,15.6,15.6,15.6,9.925,9.85,10.0,7.125,7.35,6.9,5.475,5.5,5.45,17.7,18.05,17.35,71.25,71.5,71.0,18.325,19.0,17.65,52.925,52.5,53.35,25.7,26.55,24.85,54.0,53.5,54.5,4.0,2.0,2.0,17.3,Dunning,NO,Forest,1.0,1.0,Omnivore,Omnivore,Insessorial,-12.53,11.19,-0.74,-76.74,341646.91,19.75,700.0,1600.0,2300.0,Forest,Omnivore,SP,No,Omnivore,True,True
AVIBASE-0F9BA2F8,21.2,22.4,19.4,11.38,12.25,11.1,4.28333,4.43333,4.2,5.26667,5.43333,5.05,26.13333,26.53333,24.85,66.16667,67.5,63.0,3.475,3.45,3.5,62.18,63.3,59.5,5.35,5.15,5.55,83.38333,87.0,84.5,6.0,2.0,3.0,35.0,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Terrestrial,-27.33,-15.21,-21.4,-43.75,163731.48,35.1,400.0,1400.0,1800.0,Forest,Carnivore,BU,No,Invertivore,True,True
AVIBASE-0F9E0A44,18.03,18.25556,16.0,10.4,10.5,10.1,5.35,5.44444,4.5,5.18,5.17778,5.2,19.76,20.01111,17.5,91.0,91.44444,87.0,24.46,24.51111,24.0,66.54,66.93333,63.0,26.87,26.78889,27.6,67.8,67.66667,69.0,10.0,1.0,9.0,24.3,Updated_literature,NO,Woodland,2.0,1.0,Carnivore,Invertivore,Insessorial,-5.7,1.88,-2.04,121.15,142638.67,,0.0,1000.0,1000.0,Woodland,Carnivore,CP,No,Invertivore,True,True
AVIBASE-0FB04758,18.64,18.45,17.5,10.825,11.2,10.0,7.32,7.65,7.4,8.54,9.15,7.8,18.3,19.4,17.8,121.2,122.5,112.0,44.65,45.3,42.9,76.35,77.7,69.1,36.925,36.8,38.3,124.8,128.0,113.0,5.0,1.0,2.0,53.4,Dunning,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,19.83,23.19,21.61,-79.01,108974.52,59.21667,0.0,2000.0,2000.0,Forest,Omnivore,CV,No,Omnivore,True,True
AVIBASE-0FB52CEA,9.25,9.4,9.1,7.05,7.3,6.8,4.05,4.2,3.9,2.85,3.0,2.7,16.05,16.7,15.4,51.0,54.0,48.0,7.3,8.3,6.3,43.7,45.7,41.7,14.25,15.4,13.1,37.25,39.0,35.5,2.0,1.0,1.0,7.2,EltonTraits_GenAvg,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-1.22,-0.63,-0.94,135.89,2524.27,7.0,0.0,600.0,600.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-0FC06F18,13.4125,13.8,12.0,6.35,6.4,6.3,4.44286,4.52,4.6,3.3,3.3,3.5,17.7,18.01667,17.2,65.75,66.16667,64.0,10.5375,10.03333,13.0,55.2125,56.13333,51.0,16.0,15.1,20.3,66.75,66.66667,65.0,8.0,1.0,6.0,9.9,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-6.11,-2.94,-5.12,151.31,12455.26,9.75,530.0,570.0,1100.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-0FC48675,20.525,21.76667,16.8,11.73333,13.2,11.0,6.7125,6.95,6.0,6.0375,6.16667,5.65,20.675,21.18333,19.15,86.0,86.83333,83.5,13.5375,13.51667,13.6,72.4625,73.31667,69.9,15.75,15.56667,16.3,69.875,69.5,71.0,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,26.96667,0.0,1200.0,1200.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-0FD03AFF,8.95,8.8,9.0,4.675,4.5,4.73333,2.6,2.7,2.56667,2.325,2.5,2.26667,16.525,16.8,16.43333,47.125,48.0,46.83333,7.6,8.4,7.33333,39.525,39.6,39.5,16.125,17.5,15.66667,47.5,48.0,47.33333,4.0,3.0,1.0,4.7,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,20.19,31.12,26.7,95.58,909217.05,5.0,1525.0,825.0,2350.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-0FDF970A,46.5,46.23333,46.9,34.65,34.5,34.8,12.48,12.43333,12.55,13.18,13.23333,13.1,18.28,18.03333,18.65,106.0,106.66667,105.0,21.425,21.3,21.55,85.075,86.7,83.45,20.1,19.7,20.5,81.2,83.66667,77.5,5.0,2.0,3.0,92.8,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,9.04,18.65,14.77,121.77,106620.85,95.0,0.0,1200.0,1200.0,Forest,Carnivore,BU,No,Invertivore,True,True
AVIBASE-0FE016C3,11.7375,11.46667,9.95,6.4,6.75,6.25,2.85,2.9,2.85,2.48333,2.4,2.45,15.55,16.03333,15.5,57.35,57.86667,53.6,9.65,9.9,8.65,47.7,47.96667,44.95,16.775,17.06667,16.15,52.34286,51.66667,50.95,8.0,2.0,3.0,8.0,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-14.41,11.12,-1.44,-74.49,213006.74,8.32,1400.0,900.0,2300.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-0FF89B76,33.48,33.83333,32.95,24.65,25.55,23.75,16.22,16.7,15.5,26.74,27.66667,25.35,21.52,21.1,22.15,214.2,219.66667,206.0,67.275,69.6,64.95,144.975,148.9,141.05,31.65,31.85,31.45,121.8,128.33333,112.0,5.0,2.0,3.0,254.0,Dunning,NO,Forest,1.0,1.0,Herbivore,Omnivore,Insessorial,-29.87,-15.07,-24.88,-47.86,105992.85,240.0,600.0,1400.0,2000.0,Forest,Herbivore,CV,No,Omnivore,True,True
AVIBASE-0FFC77EF,30.68,31.0,30.2,16.45,18.0,14.9,5.38,5.56667,5.1,7.74,7.8,7.65,43.66,43.43333,44.0,259.0,266.33333,248.0,85.475,91.95,79.0,174.775,180.55,169.0,32.8,33.75,31.85,98.75,104.0,83.0,5.0,2.0,3.0,537.9,Dunning,NO,Forest,1.0,2.0,Herbivore,Omnivore,Terrestrial,-11.85,19.58,-0.34,127.47,475640.94,518.75,0.0,700.0,700.0,Forest,Herbivore,PL,No,Frugivore,True,True
AVIBASE-10016732,11.03333,11.2,10.825,7.35,7.8,6.9,3.21111,3.24,3.175,3.0,3.06,2.925,12.01111,11.48,12.675,47.33333,48.0,46.5,10.1625,10.625,9.7,37.5875,38.375,36.8,21.2625,21.675,20.85,25.0,26.6,23.0,9.0,4.0,5.0,5.6,Dunning,NO,Forest,1.0,1.0,Herbivore,Omnivore,Insessorial,-5.95,28.6,14.78,104.8,4479690.76,6.625,0.0,1000.0,1000.0,Forest,Herbivore,PN,No,Omnivore,True,True
AVIBASE-100B2E32,21.95,21.85,22.1,7.625,7.7,7.9,5.75,5.9,6.4,3.475,3.9,3.4,15.375,16.7,16.6,169.0,167.5,166.0,75.425,76.0,69.4,93.6,91.55,96.6,44.65,45.45,41.8,120.75,126.0,111.0,4.0,1.0,2.0,56.0,Dunning,NO,Woodland,2.0,1.0,Carnivore,Invertivore,Insessorial,19.92,26.78,23.56,-98.74,115696.33,56.0,0.0,500.0,500.0,Grassland,Carnivore,,No,Invertivore,True,True
AVIBASE-100C01C4,26.5,27.26667,25.35,18.775,19.25,18.3,6.52,6.6,6.4,6.74,7.03333,6.3,20.3,21.03333,19.2,117.8,119.33333,115.5,24.925,25.55,24.3,91.575,91.95,91.2,21.4,21.75,21.05,79.4,77.66667,82.0,5.0,2.0,3.0,67.7,Dunning,NO,Woodland,2.0,1.0,Carnivore,Invertivore,Insessorial,15.65,24.12,19.45,-102.39,161373.56,69.73333,0.0,1500.0,1500.0,Forest,Carnivore,CV,No,Invertivore,True,True
AVIBASE-100C8781,59.725,57.35,65.8,47.725,47.2,50.0,10.35,10.2,10.6,13.2,13.5,14.3,61.3,59.35,66.4,263.75,260.5,273.0,90.0,92.5,95.0,173.75,168.0,178.0,34.15,35.55,34.8,101.5,102.0,112.0,4.0,1.0,2.0,1515.0,Dunning,NO,Marine,3.0,1.0,Carnivore,Aquatic predator,Aquatic,-43.64,-31.77,-37.4,141.38,203014.55,1515.0,0.0,0.0,0.0,Coastal,Carnivore,,No,Aquatic predator,True,True
AVIBASE-101A379C,39.76,40.3,38.95,28.225,28.25,28.2,9.2,9.3,9.05,10.34,10.4,10.25,25.46,25.43333,25.5,145.96,145.53333,146.6,31.675,30.75,32.6,115.0,116.05,113.95,21.6,20.95,22.25,82.66,85.33333,78.65,5.0,2.0,3.0,142.0,DataFromSplit,NO,Woodland,2.0,1.0,Carnivore,Invertivore,Insessorial,9.04,12.7,10.79,122.85,28507.61,142.0,0.0,900.0,900.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-101A4B84,19.18,18.6,20.05,10.0,10.4,9.6,5.2,5.2,5.2,5.175,5.0,5.35,21.94,21.13333,23.15,125.8,125.0,127.0,34.825,34.2,35.45,92.925,94.3,91.55,27.25,26.6,27.9,62.6,65.0,59.0,5.0,2.0,3.0,136.5,Inferred,YES,Forest,2.0,1.0,Herbivore,Frugivore,Insessorial,-0.88,2.65,0.91,127.99,20835.22,137.0,0.0,1000.0,1000.0,Forest,Herbivore,,No,Frugivore,True,True
AVIBASE-1021FA92,37.6,37.2,39.2,34.26667,34.35714,33.95,20.76,20.775,20.7,37.91,37.9625,37.7,18.45,18.0625,20.0,209.9,208.5,215.5,112.75556,113.5,110.15,98.02222,95.92857,105.35,53.43333,54.11429,51.05,289.2,287.5,296.0,10.0,2.0,8.0,214.0,Dunning,NO,Forest,1.0,1.0,Herbivore,Omnivore,Insessorial,5.92,35.23,21.89,87.11,3223422.66,228.0,0.0,800.0,800.0,Woodland,Herbivore,CV,No,Omnivore,True,True
AVIBASE-1026AAFD,26.86,27.56667,25.8,18.7,19.0,18.4,7.42,7.66667,7.05,9.88,10.16667,9.45,47.56,47.16667,48.15,116.2,120.33333,110.0,12.775,16.5,9.05,100.475,100.0,100.95,11.225,14.25,8.2,57.8,61.33333,52.5,5.0,2.0,3.0,124.0,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Terrestrial,16.41,29.29,23.87,97.95,668283.53,121.0,0.0,1500.0,1500.0,Forest,Carnivore,DM,No,Invertivore,True,True
AVIBASE-102758DF,23.76,24.63333,22.45,16.075,16.75,15.4,4.96,5.0,4.9,4.975,4.95,5.0,24.18,25.13333,22.75,84.9,86.0,83.25,13.75,13.7,13.8,70.125,70.8,69.45,16.4,16.25,16.55,56.9,58.83333,54.0,5.0,2.0,3.0,35.2,Dunning,NO,Rock,3.0,1.0,Omnivore,Invertivore,Generalist,26.73,45.35,35.77,61.29,2326077.82,43.0,300.0,3000.0,3300.0,Rock,Carnivore,CV,No,Invertivore,True,True
AVIBASE-1029A4CA,33.4,32.7,33.75,20.4,19.5,20.85,11.76667,11.2,12.05,16.06667,14.9,16.65,64.86667,64.6,65.0,346.0,334.0,352.0,125.66667,120.0,128.5,220.33333,214.0,223.5,36.3,35.9,36.5,173.33333,159.0,180.5,3.0,2.0,1.0,759.1,DataFromSplit,NO,Grassland,3.0,2.0,Carnivore,Vertivore,Insessorial,26.58,34.75,29.54,82.67,411852.38,,0.0,4300.0,4300.0,Grassland,Carnivore,,No,Vertivore,True,True
AVIBASE-102A6B97,9.17143,9.8125,9.4,5.53333,5.8,5.225,3.78387,3.7,3.25,3.275,3.33333,3.2,17.03934,16.05385,15.41667,52.84074,53.575,48.9,6.42,5.55,6.5,43.29,45.15,41.83333,13.07,11.2,13.5,45.69718,49.16154,40.06667,85.0,6.0,13.0,10.4,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-8.42,11.31,2.97,-75.13,387308.82,9.6,500.0,1500.0,2000.0,Forest,Carnivore,DM,No,Invertivore,True,True
AVIBASE-103FF2D9,15.62,15.9,15.2,11.2,11.25,11.15,3.0,2.96667,3.05,3.42,3.46667,3.35,15.16,15.23333,15.05,72.0,72.0,72.0,16.875,17.4,16.35,54.875,54.1,55.65,23.5,24.3,22.7,41.7,42.66667,40.25,5.0,2.0,3.0,9.9,Dunning,NO,Woodland,1.0,1.0,Carnivore,Invertivore,Insessorial,23.33,30.09,26.57,101.11,204754.16,10.25,2440.0,1560.0,4000.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-10406C28,29.0,,29.0,17.85,17.45,18.25,3.3,3.4,3.2,4.4,4.25,4.55,20.75,20.2,21.3,65.9,64.25,67.55,7.325,5.85,8.8,58.6,58.45,58.75,10.95,9.1,12.8,75.0,,75.0,4.0,2.0,2.0,23.9,Dunning,NO,Shrubland,2.0,1.0,Carnivore,Invertivore,Terrestrial,-21.84,-15.7,-18.71,-64.89,70447.43,23.86667,1430.0,1570.0,3000.0,Shrubland,Carnivore,,No,Invertivore,True,True
AVIBASE-1044B438,26.1,25.98,26.22,17.55,16.5,18.6,11.8,11.43333,12.35,13.78,13.93333,13.55,67.3,69.98,64.62,253.8,253.8,253.8,51.45556,55.45,48.26,200.1,193.3,205.54,20.44444,22.35,18.92,138.45,140.4,136.5,10.0,5.0,5.0,1299.0,Dunning,NO,Woodland,2.0,1.0,Herbivore,Omnivore,Terrestrial,-34.04,18.91,-4.0,24.21,12744779.36,1443.6,0.0,3000.0,3000.0,Grassland,Herbivore,SC,No,Omnivore,True,True
AVIBASE-1044DCBD,20.825,20.65,21.0,11.625,11.6,11.65,6.05,6.3,5.8,11.275,11.3,11.25,26.8,26.55,27.05,144.75,145.0,144.5,42.25,41.5,43.0,102.5,103.5,101.5,29.225,28.65,29.8,74.75,74.0,75.5,4.0,2.0,2.0,67.0,Inferred,YES,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-5.48,-4.86,-5.17,39.76,970.44,,0.0,79.0,79.0,Forest,Carnivore,CV,No,Invertivore,True,True
AVIBASE-1048BC8A,155.4,158.16667,147.1,104.55,105.7,101.1,33.075,33.73333,31.1,45.475,45.73333,44.7,102.425,103.9,98.0,636.5,635.33333,640.0,244.0,241.33333,252.0,392.5,394.0,388.0,38.275,37.9,39.4,295.25,294.33333,298.0,4.0,1.0,3.0,6961.3,Dunning,NO,MISSING,3.0,3.0,Carnivore,Aquatic predator,Aquatic,-58.62,-13.8,-38.41,14.06,38674167.21,7100.0,0.0,700.0,700.0,Marine,Carnivore,M,No,Invertivore,True,True
AVIBASE-104A2994,40.21,39.48,40.94,26.1125,25.7,26.525,13.62,13.42,13.82,16.73,16.22,17.24,50.09,50.54,49.64,359.8,355.6,364.0,92.25,91.55,92.95,258.65,253.0,264.3,26.25,26.525,25.975,253.8,250.8,256.8,10.0,5.0,5.0,624.0,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-18.63,15.38,-4.35,-61.55,8087193.54,595.0,0.0,1500.0,1500.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-104B295D,36.14,37.06667,34.75,26.35,27.1,25.6,10.52,10.83333,10.05,13.18,13.3,13.0,32.48,33.43333,31.05,138.8,137.66667,140.5,14.875,13.5,16.25,125.125,126.0,124.25,10.625,9.65,11.6,212.4,210.33333,215.5,5.0,2.0,3.0,91.9,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-5.96,11.83,1.23,108.15,1280940.39,97.2,0.0,1200.0,1200.0,Forest,Carnivore,PL,No,Invertivore,True,True
AVIBASE-1050FB29,25.4,25.86667,24.7,15.525,15.8,15.25,4.14,4.26667,3.95,4.84,4.96667,4.65,36.0,37.53333,33.7,104.0,106.66667,100.0,21.15,21.75,20.55,81.35,83.25,79.45,20.65,20.75,20.55,100.2,101.33333,98.5,5.0,2.0,3.0,53.6,Dunning,NO,Shrubland,2.0,1.0,Omnivore,Omnivore,Insessorial,-1.03,1.68,-0.5,-91.04,6967.11,53.7,0.0,1500.0,1500.0,Shrubland,Omnivore,,No,Omnivore,True,True
AVIBASE-10591B00,8.5,8.6,8.4,3.75,3.95,3.55,3.3,3.45,3.15,2.525,2.45,2.6,11.075,11.35,10.8,132.475,136.9,128.05,93.3,96.65,89.95,39.225,40.3,38.15,70.425,70.6,70.25,50.9,51.6,50.2,4.0,2.0,2.0,19.9,Dunning,NO,Rock,1.0,1.0,Carnivore,Invertivore,Aerial,-8.24,-2.0,-4.46,142.96,163508.74,20.4,0.0,2400.0,2400.0,Rock,Carnivore,,No,Invertivore,True,True
AVIBASE-10596E74,16.6,17.15,16.05,10.625,11.05,10.2,5.85,5.85,5.85,8.3,8.35,8.25,27.725,28.35,27.1,81.5,83.5,79.5,6.9,7.4,6.4,74.6,76.1,73.1,8.45,8.85,8.05,71.0,74.5,67.5,4.0,2.0,2.0,39.9,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Generalist,9.76,15.26,12.87,-85.69,11301.54,41.28,500.0,1500.0,2000.0,Forest,Herbivore,"CP,PL",No,Granivore,True,True
AVIBASE-105A8F99,24.075,24.5,23.65,13.525,13.6,13.45,4.4,4.55,4.25,5.75,6.0,5.5,18.675,18.7,18.65,106.5,111.75,101.25,20.625,21.45,19.8,85.875,90.3,81.45,19.35,19.2,19.5,92.25,95.5,89.0,3.0,2.0,1.0,59.4,Dunning,NO,Forest,1.0,2.0,Omnivore,Frugivore,Insessorial,-11.94,-11.36,-11.66,43.34,1031.45,59.5,500.0,500.0,1000.0,Forest,Herbivore,CP,No,Frugivore,True,True
AVIBASE-105C306C,29.66,31.7,28.2,21.8,22.0,21.9,10.14,11.25,9.5,8.88,9.4,8.55,31.24,32.1,31.0,182.4,184.0,180.5,103.5,105.0,101.5,77.75,76.0,79.0,57.1,58.0,56.25,86.8,87.5,85.5,5.0,2.0,2.0,147.0,Dunning,NO,Marine,3.0,2.0,Carnivore,Aquatic predator,Aquatic,-71.17,-16.28,-49.02,18.17,84155481.3,149.0,0.0,300.0,300.0,Marine,Carnivore,"BU,CR",No,Invertivore,True,True
AVIBASE-10605B6E,9.275,9.33333,9.1,4.775,4.76667,4.8,3.275,3.23333,3.4,2.3,2.33333,2.2,10.25,10.2,10.4,106.75,109.0,100.0,55.275,56.83333,50.6,51.475,52.16667,49.4,51.775,52.16667,50.6,59.5,62.0,52.0,4.0,1.0,3.0,14.2,Dunning,NO,Grassland,3.0,2.0,Carnivore,Invertivore,Aerial,-15.83,-8.04,-10.97,22.53,581101.75,14.5,,,,Grassland,Carnivore,CP,No,Invertivore,True,True
AVIBASE-1066028B,8.7,8.53333,8.86667,6.3,6.0,6.5,4.18333,4.06667,4.3,5.4,5.4,5.4,14.78333,15.0,14.56667,47.33333,47.66667,47.0,8.26,8.85,7.86667,38.94,38.65,39.13333,17.46,18.6,16.7,47.75,47.83333,47.66667,6.0,3.0,3.0,7.6,Dunning,NO,Grassland,3.0,1.0,Herbivore,Granivore,Generalist,-15.88,14.4,-2.12,28.09,1983230.35,7.55,1200.0,900.0,2100.0,Grassland,Herbivore,SP,No,Granivore,True,True
AVIBASE-106B40D1,15.025,14.7,13.6,8.71429,8.5,8.9,4.55714,4.7,5.1,3.07143,3.5,2.8,18.67143,18.4,18.3,47.71429,56.0,46.0,5.78571,4.3,3.5,41.92857,51.7,42.5,12.34286,7.7,7.6,33.14286,36.0,32.0,7.0,1.0,1.0,8.1,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-24.18,1.88,-10.26,-63.63,4661103.33,8.325,0.0,1100.0,1100.0,Riverine,Carnivore,,No,Invertivore,True,True
AVIBASE-1070D1CB,33.95,32.6,35.3,,,,,,,7.32,7.23333,7.45,38.97143,39.525,38.23333,137.11429,138.2,135.66667,30.64286,30.6,30.7,106.47143,107.6,104.96667,22.38571,22.175,22.66667,122.6,122.925,122.16667,7.0,3.0,4.0,93.3,DataFromSplit,YES,Shrubland,2.0,1.0,Omnivore,Invertivore,Generalist,-39.88,-16.71,-29.8,-66.57,968776.32,97.5,700.0,2800.0,3500.0,Human Modified,Carnivore,CP,No,Invertivore,True,True
AVIBASE-1076B5CE,60.05,59.3,,39.775,38.95,,18.25,17.75,,33.225,32.2,,133.8,131.1,,426.25,425.0,,72.15,62.3,,354.1,362.7,,16.875,14.45,,377.0,375.0,,4.0,0.0,2.0,1959.6,Dunning,NO,Forest,1.0,1.0,Carnivore,Vertivore,Insessorial,-10.7,-0.34,-5.26,140.92,730591.98,2000.0,0.0,2000.0,2000.0,Forest,Carnivore,PL,No,Vertivore,True,True
AVIBASE-10787A38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54,0.0,23.0,23.0,Shrubland,Herbivore,,No,Nectarivore,False,True
AVIBASE-1078FFEA,59.53043,60.22222,57.04,39.09,40.2875,34.3,14.77222,15.1,13.13333,18.25556,18.36,17.73333,55.71739,56.36111,53.4,312.25556,314.97083,306.825,127.76765,129.67826,123.77273,184.15,185.03043,182.30909,40.95294,41.21304,40.40909,166.77391,164.54444,174.8,36.0,12.0,24.0,452.1,Dunning,NO,Grassland,3.0,1.0,Omnivore,Omnivore,Terrestrial,28.08,66.07,50.24,76.75,19019081.22,451.83333,0.0,2000.0,2000.0,Human Modified,Omnivore,CP,No,Omnivore,True,True
AVIBASE-107D1380,14.32,14.73333,13.7,10.025,10.2,9.85,5.5,5.53333,5.45,6.94,6.86667,7.05,21.76,20.63333,23.45,73.8,77.33333,68.5,14.725,15.45,14.0,57.525,60.55,54.5,20.35,20.3,20.4,58.8,59.66667,57.5,5.0,2.0,3.0,22.6,Dunning,NO,Forest,2.0,1.0,Herbivore,Granivore,Terrestrial,-55.98,-34.22,-46.0,-72.09,537213.7,23.25,0.0,1900.0,1900.0,Forest,Herbivore,"CP,CV",No,Omnivore,True,True
AVIBASE-107F0A70,56.075,56.35,55.0,39.075,38.05,39.1,9.125,8.55,9.2,11.95,10.95,12.8,46.525,43.9,51.3,178.0,172.5,184.0,22.6,26.05,18.1,155.4,146.45,165.9,12.75,15.1,9.8,299.75,274.0,332.0,4.0,1.0,2.0,169.6,Dunning,NO,Forest,1.0,2.0,Carnivore,Omnivore,Insessorial,19.83,23.19,21.62,-79.0,109791.83,172.16667,0.0,1250.0,1250.0,Woodland,Carnivore,SA,No,Omnivore,True,True
AVIBASE-10828E53,15.61818,15.8,14.8,7.375,7.0,7.75,5.34545,5.61111,4.15,5.01818,5.03333,4.95,20.15455,20.33333,19.35,105.13636,105.77778,102.25,32.12,32.4125,30.95,72.43,72.7125,71.3,30.74,30.8625,30.25,87.0,85.55556,93.5,11.0,2.0,9.0,41.0,Dunning,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,-9.65,-1.17,-4.55,140.47,229861.84,41.0,0.0,800.0,800.0,Forest,Herbivore,,No,Frugivore,True,True
AVIBASE-1083DB63,17.56,17.6,17.5,10.35,10.5,10.2,5.46,5.7,5.1,8.22222,8.32,8.1,31.05556,30.9,31.25,89.77778,93.0,85.75,11.9375,13.1,10.775,78.0625,81.15,74.975,13.075,13.85,12.3,92.22222,95.8,87.75,9.0,4.0,5.0,45.5,Dunning,NO,Grassland,3.0,1.0,Omnivore,Invertivore,Terrestrial,-41.17,-13.14,-29.39,-58.32,2735501.78,48.8,0.0,2500.0,2500.0,Grassland,Omnivore,CP,No,Omnivore,True,True
AVIBASE-10891EF5,23.7,,23.7,13.9,,13.9,4.7,,4.7,6.4,,6.4,28.8,,28.8,103.5,,103.5,24.7,,24.7,78.8,,78.8,23.9,,23.9,71.0,,71.0,1.0,1.0,0.0,65.3,Inferred,YES,Forest,1.0,2.0,Carnivore,Invertivore,Generalist,-6.13,-5.49,-5.8,149.57,2628.0,,580.0,920.0,1500.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-109000B4,21.41,21.75,20.05,17.65,17.975,16.35,11.6,11.65,11.4,17.07,17.2375,16.4,12.49,12.2125,13.6,127.1,128.25,122.5,64.62,65.35,61.7,62.48,62.9,60.8,50.79,50.9,50.35,197.1,202.75,174.5,10.0,2.0,8.0,66.0,Dunning,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,5.92,33.45,21.73,78.9,2783564.24,69.5,0.0,1300.0,1300.0,Forest,Herbivore,CV,No,Frugivore,True,True
AVIBASE-10988568,12.58,12.55,12.6,7.075,6.9,7.25,2.36,2.35,2.36667,2.8,2.75,2.83333,19.94,20.6,19.5,52.6,53.25,52.16667,8.025,7.85,8.2,44.725,45.4,44.05,15.225,14.75,15.7,65.4,72.0,61.0,5.0,3.0,2.0,8.7,Dunning,NO,Shrubland,2.0,1.0,Carnivore,Invertivore,Insessorial,-33.62,-11.76,-22.72,21.56,2717287.69,9.46,0.0,1000.0,1000.0,Shrubland,Carnivore,SP,No,Invertivore,True,True
AVIBASE-10993285,23.48,23.3,23.75,13.5,13.5,13.5,4.52,4.46667,4.6,6.3,6.16667,6.5,31.1,31.0,31.25,104.5,104.66667,104.25,11.25,11.65,10.85,93.125,92.85,93.4,10.775,11.15,10.4,106.6,105.0,109.0,5.0,2.0,3.0,63.3,EltonTraits_GenAvg,NO,Shrubland,2.0,1.0,Carnivore,Invertivore,Terrestrial,9.98,17.91,13.94,35.93,265511.5,,0.0,1000.0,1000.0,Shrubland,Carnivore,,No,Invertivore,True,True
