avibase_id,species_birdlife,species_ebird,species_birdtree,family_birdlife,order_birdlife,family_ebird,order_ebird,family_birdtree,order_birdtree
AVIBASE-92FB567F,Selenidera piperivora,Selenidera piperivora,Selenidera piperivora,Ramphastidae,Piciformes,Ramphastidae,Piciformes,Ramphastidae,Piciformes
AVIBASE-92FDBAF0,Melaniparus fringillinus,Melaniparus fringillinus,Parus fringillinus,Paridae,Passeriformes,Paridae,Passeriformes,Paridae,Passeriformes
AVIBASE-92FFE8FF,Buteo hemilasius,Buteo hemilasius,Buteo hemilasius,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-93013964,Limosa haemastica,Limosa haemastica,Limosa haemastica,Scolopacidae,Charadriiformes,Scolopacidae,Charadriiformes,Scolopacidae,Charadriiformes
AVIBASE-9302CA3D,Ailuroedus melanotis,NA ,Ailuroedus melanotis,MISSING,MISSING,MISSING,MISSING,Ptilonorhynchidae,Passeriformes
AVIBASE-9302DF03,Chatarrhaea gularis,Argya gularis,Turdoides gularis,Leiotrichidae,Passeriformes,Leiotrichidae,Passeriformes,Timaliidae,Passeriformes
AVIBASE-9306DA2F,Sarcoramphus papa,Sarcoramphus papa,Sarcoramphus papa,Cathartidae,Cathartiformes,Cathartidae,Cathartiformes,Cathartidae,Accipitriformes
AVIBASE-931B81D9,Macrosphenus flavicans,Macrosphenus flavicans,Macrosphenus flavicans,Macrosphenidae,Passeriformes,Macrosphenidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-93287BF3,Lagonosticta vinacea,Lagonosticta larvata,Lagonosticta larvata,Estrildidae,Passeriformes,MISSING,MISSING,Estrildidae,Passeriformes
AVIBASE-932A34CA,Cyanolyca mirabilis,Cyanolyca mirabilis,Cyanolyca mirabilis,Corvidae,Passeriformes,Corvidae,Passeriformes,Corvidae,Passeriformes
AVIBASE-932D5947,Coracina javensis,Coracina javensis,Coracina javensis,MISSING,MISSING,Campephagidae,Passeriformes,Campephagidae,Passeriformes
AVIBASE-932DB585,Leioptila annectens,Leioptila annectens,Heterophasia annectens,Leiotrichidae,Passeriformes,Leiotrichidae,Passeriformes,Timaliidae,Passeriformes
AVIBASE-932EBDB4,Prioniturus platenae,Prioniturus platenae,Prioniturus platenae,Psittacidae,Psittaciformes,Psittaculidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-9331EDA7,Pseudobulweria aterrima,Pseudobulweria aterrima,Pseudobulweria aterrima,Procellariidae,Procellariiformes,Procellariidae,Procellariiformes,Procellariidae,Procellariiformes
AVIBASE-93334974,Ptiloprora perstriata,Ptiloprora perstriata,Ptiloprora perstriata,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes
AVIBASE-9335AB39,Pheugopedius fasciatoventris,Pheugopedius fasciatoventris,Thryothorus fasciatoventris,Troglodytidae,Passeriformes,Troglodytidae,Passeriformes,Troglodytidae,Passeriformes
AVIBASE-9337459C,Eudromia formosa,Eudromia formosa,Eudromia formosa,Tinamidae,Struthioniformes,Tinamidae,Tinamiformes,Tinamidae,Tinamiformes
AVIBASE-9346A3C9,Setophaga subita,Setophaga subita,Dendroica subita,Parulidae,Passeriformes,Parulidae,Passeriformes,Parulidae,Passeriformes
AVIBASE-934FEF66,Oceanites gracilis,Oceanites gracilis,Oceanites gracilis,Oceanitidae,Procellariiformes,Oceanitidae,Procellariiformes,Hydrobatidae,Procellariiformes
AVIBASE-93675AD5,Trochalopteron austeni,Trochalopteron austeni,Garrulax austeni,Leiotrichidae,Passeriformes,Leiothrichidae,Passeriformes,Timaliidae,Passeriformes
AVIBASE-93694BB5,Ardea herodias,Ardea herodias,Ardea herodias,MISSING,MISSING,Ardeidae,Pelecaniformes,Ardeidae,Pelecaniformes
AVIBASE-936EA207,Eulacestoma nigropectus,Eulacestoma nigropectus,Eulacestoma nigropectus,Eulacestomidae,Passeriformes,Eulacestomatidae,Passeriformes,Falcunculidae,Passeriformes
AVIBASE-937B5409,Lonchura malacca,Lonchura malacca,Lonchura malacca,Estrildidae,Passeriformes,Estrildidae,Passeriformes,Estrildidae,Passeriformes
AVIBASE-93860B9B,Pachyptila vittata,Pachyptila vittata,Pachyptila vittata,Procellariidae,Procellariiformes,Procellariidae,Procellariiformes,Procellariidae,Procellariiformes
AVIBASE-9387DC41,Quelea cardinalis,Quelea cardinalis,Quelea cardinalis,Ploceidae,Passeriformes,Ploceidae,Passeriformes,Ploceidae,Passeriformes
AVIBASE-938C5572,Calamospiza melanocorys,Calamospiza melanocorys,Calamospiza melanocorys,Passerellidae,Passeriformes,Passerellidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-93908467,Platysmurus aterrimus,Platysmurus leucopterus,Platysmurus leucopterus,Corvidae,Passeriformes,MISSING,MISSING,Corvidae,Passeriformes
AVIBASE-9397CA04,Phaethornis nattereri,Phaethornis nattereri,Phaethornis nattereri,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-93A17734,Lophura leucomelanos,Lophura leucomelanos,Lophura leucomelanos,Phasianidae,Galliformes,Phasianidae,Galliformes,Phasianidae,Galliformes
AVIBASE-93B02145,Syndactyla subalaris,Syndactyla subalaris,Syndactyla subalaris,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-93B8CF8F,Kittacincla cebuensis,Copsychus cebuensis,Copsychus cebuensis,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-93C31E93,Phylloscopus ricketti,Phylloscopus ricketti,Phylloscopus ricketti,Phylloscopidae,Passeriformes,Phylloscopidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-93CA037F,Larus cachinnans,Larus cachinnans,Larus cachinnans,Laridae,Charadriiformes,Laridae,Charadriiformes,Laridae,Charadriiformes
AVIBASE-93D764F6,Hemitriccus minimus,Hemitriccus minimus,Hemitriccus minimus,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-93D7EC56,Trigonoceps occipitalis,Trigonoceps occipitalis,Trigonoceps occipitalis,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-93D88F0A,Zosterops albogularis,Zosterops albogularis,Zosterops albogularis,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes
AVIBASE-93DAA1B3,Chlamydera cerviniventris,Chlamydera cerviniventris,Chlamydera cerviniventris,Ptilonorhynchidae,Passeriformes,Ptilonorhynchidae,Passeriformes,Ptilonorhynchidae,Passeriformes
AVIBASE-93DBB062,Xipholena lamellipennis,Xipholena lamellipennis,Xipholena lamellipennis,Cotingidae,Passeriformes,Cotingidae,Passeriformes,Cotingidae,Passeriformes
AVIBASE-93E59B5B,Elaenia parvirostris,Elaenia parvirostris,Elaenia parvirostris,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-93EC5E12,Jynx ruficollis,Jynx ruficollis,Jynx ruficollis,Picidae,Piciformes,Picidae,Piciformes,Picidae,Piciformes
AVIBASE-94135968,Arremon axillaris,Arremon taciturnus,Arremon taciturnus,Passerellidae,Passeriformes,MISSING,MISSING,Emberizidae,Passeriformes
AVIBASE-94160C77,Enicurus maculatus,Enicurus maculatus,Enicurus maculatus,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-94214F1C,Tauraco hartlaubi,Tauraco hartlaubi,Tauraco hartlaubi,Musophagidae,Musophagiformes,Musophagidae,Musophagiformes,Musophagidae,Musophagiformes
AVIBASE-942BC618,Pterocles senegallus,Pterocles senegallus,Pterocles senegallus,Pteroclidae,Pterocliformes,Pteroclidae,Pterocliformes,Pteroclididae,Pteroclidiformes
AVIBASE-942DE41C,Aerodramus hirundinaceus,Aerodramus hirundinaceus,Collocalia hirundinacea,Apodidae,Caprimulgiformes,Apodidae,Caprimulgiformes,Apodidae,Apodiformes
AVIBASE-942E8A93,Cinnyris neergaardi,Cinnyris neergaardi,Nectarinia neergardi,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes
AVIBASE-9437D635,Bombycilla cedrorum,Bombycilla cedrorum,Bombycilla cedrorum,Bombycillidae,Passeriformes,Bombycillidae,Passeriformes,Bombycillidae,Passeriformes
AVIBASE-94383EEF,Haliaeetus leucogaster,Haliaeetus leucogaster,Haliaeetus leucogaster,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-943AA4FB,Buteo plagiatus,Buteo plagiatus,Buteo nitidus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-943E36CA,Phylloscopus proregulus,Phylloscopus proregulus,Phylloscopus proregulus,Phylloscopidae,Passeriformes,Phylloscopidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-944159C3,Zentrygon costaricensis,Zentrygon costaricensis,Geotrygon costaricensis,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-9442883E,Herpsilochmus dorsimaculatus,Herpsilochmus dorsimaculatus,Herpsilochmus dorsimaculatus,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-94479EAE,Herpsilochmus rufimarginatus,Herpsilochmus rufimarginatus,Herpsilochmus rufimarginatus,MISSING,MISSING,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-94543CFF,Ptilinopus chrysogaster,Ptilinopus purpuratus,Ptilinopus purpuratus,Columbidae,Columbiformes,MISSING,MISSING,Columbidae,Columbiformes
AVIBASE-9456DEDF,Bucephala islandica,Bucephala islandica,Bucephala islandica,Anatidae,Anseriformes,Anatidae,Anseriformes,Anatidae,Anseriformes
AVIBASE-9456EA1A,Pionites xanthurus,Pionites leucogaster,Pionites leucogaster,Psittacidae,Psittaciformes,MISSING,MISSING,Psittacidae,Psittaciformes
AVIBASE-945C18FA,Cyanolyca nanus,Cyanolyca nanus,Cyanolyca nana,Corvidae,Passeriformes,Corvidae,Passeriformes,Corvidae,Passeriformes
AVIBASE-946DCF53,Setophaga graciae,Setophaga graciae,Dendroica graciae,Parulidae,Passeriformes,Parulidae,Passeriformes,Parulidae,Passeriformes
AVIBASE-946E4517,Anser cygnoid,Anser cygnoides,Anser cygnoides,Anatidae,Anseriformes,Anatidae,Anseriformes,Anatidae,Anseriformes
AVIBASE-946F5D45,Garrulax annamensis,Garrulax annamensis,Garrulax annamensis,Leiotrichidae,Passeriformes,Leiothrichidae,Passeriformes,Timaliidae,Passeriformes
AVIBASE-947828AD,Microspingus alticola,Microspingus alticola,Poospiza alticola,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-94785AFF,Syrmaticus reevesii,Syrmaticus reevesii,Syrmaticus reevesii,Phasianidae,Galliformes,Phasianidae,Galliformes,Phasianidae,Galliformes
AVIBASE-947E1C04,Pseudoleistes virescens,Pseudoleistes virescens,Pseudoleistes virescens,Icteridae,Passeriformes,Icteridae,Passeriformes,Icteridae,Passeriformes
AVIBASE-947E8D75,Geotrygon caniceps,Geotrygon caniceps,Geotrygon caniceps,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-9487A526,Todiramphus albonotatus,Todiramphus albonotatus,Todiramphus albonotatus,Alcedinidae,Coraciiformes,Alcedinidae,Coraciiformes,Alcedinidae,Coraciiformes
AVIBASE-948ED65C,Bucorvus abyssinicus,Bucorvus abyssinicus,Bucorvus abyssinicus,Bucerotidae,Bucerotiformes,Bucorvidae,Bucerotiformes,Bucorvidae,Bucerotiformes
AVIBASE-94932CDC,Dessonornis humeralis,Cossypha humeralis,Cossypha humeralis,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-94A1C447,Riparia riparia,Riparia riparia,Riparia riparia,Hirundinidae,Passeriformes,Hirundinidae,Passeriformes,Hirundinidae,Passeriformes
AVIBASE-94A44032,Sturnus vulgaris,Sturnus vulgaris,Sturnus vulgaris,Sturnidae,Passeriformes,Sturnidae,Passeriformes,Sturnidae,Passeriformes
AVIBASE-94A446EA,Lanius souzae,Lanius souzae,Lanius souzae,Laniidae,Passeriformes,Laniidae,Passeriformes,Laniidae,Passeriformes
AVIBASE-94AF0857,Euphonia violacea,Euphonia violacea,Euphonia violacea,Fringillidae,Passeriformes,Fringillidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-94AF14FA,Ficedula sapphira,Ficedula sapphira,Ficedula sapphira,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-94AF4A47,Dacelo novaeguineae,Dacelo novaeguineae,Dacelo novaeguineae,Alcedinidae,Coraciiformes,Alcedinidae,Coraciiformes,Alcedinidae,Coraciiformes
AVIBASE-94AF5DC7,Rhynchotus maculicollis,Rhynchotus maculicollis,Rhynchotus maculicollis,Tinamidae,Struthioniformes,Tinamidae,Tinamiformes,Tinamidae,Tinamiformes
AVIBASE-94C17280,Myzomela obscura,Myzomela obscura,Myzomela obscura,Meliphagidae,Passeriformes,MISSING,MISSING,Meliphagidae,Passeriformes
AVIBASE-94C71DF6,Plocepasser mahali,Plocepasser mahali,Plocepasser mahali,Ploceidae,Passeriformes,Ploceidae,Passeriformes,Passeridae,Passeriformes
AVIBASE-94CB63F7,Colibri thalassinus,Colibri cyanotus,Colibri thalassinus,MISSING,MISSING,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-94D6C03B,Petroica dannefaerdi,Petroica macrocephala,Petroica macrocephala,Petroicidae,Passeriformes,MISSING,MISSING,Petroicidae,Passeriformes
AVIBASE-94DA257C,Gubernatrix cristata,Gubernatrix cristata,Gubernatrix cristata,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-94E23F51,Sylvia melanothorax,Curruca melanothorax,Sylvia melanothorax,Sylviidae,Passeriformes,Sylviidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-94E42A23,Trogon violaceus,Trogon caligatus,Trogon caligatus,MISSING,MISSING,Trogonidae,Trogoniformes,Trogonidae,Trogoniformes
AVIBASE-9501B20C,Phyllomyias plumbeiceps,Phyllomyias plumbeiceps,Phyllomyias plumbeiceps,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-95031C69,Corythornis thomensis,Corythornis cristatus,Alcedo cristata,Alcedinidae,Coraciiformes,MISSING,MISSING,Alcedinidae,Coraciiformes
AVIBASE-95059E5A,Columba palumboides,Columba palumboides,Columba palumboides,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-9505E03D,Alcedo atthis,Alcedo atthis,Alcedo atthis,Alcedinidae,Coraciiformes,Alcedinidae,Coraciiformes,Alcedinidae,Coraciiformes
AVIBASE-950909C3,Turnix tanki,Turnix tanki,Turnix tanki,Turnicidae,Charadriiformes,Turnicidae,Charadriiformes,Turnicidae,Charadriiformes
AVIBASE-950936C6,Cinclodes aricomae,Cinclodes aricomae,Cinclodes aricomae,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-950C5048,Accipiter erythrauchen,Accipiter erythrauchen,Accipiter erythrauchen,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-95172DDC,Platysteira laticincta,Platysteira laticincta,Platysteira laticincta,Platysteiridae,Passeriformes,Platysteiridae,Passeriformes,Platysteiridae,Passeriformes
AVIBASE-9517BF86,Phylloscopus occipitalis,Phylloscopus occipitalis,Phylloscopus occipitalis,Phylloscopidae,Passeriformes,Phylloscopidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-951C150C,Contopus cooperi,Contopus cooperi,Contopus cooperi,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-9526D2F3,Ploceus capensis,Ploceus capensis,Ploceus capensis,Ploceidae,Passeriformes,Ploceidae,Passeriformes,Ploceidae,Passeriformes
AVIBASE-9529362D,Conirostrum binghami,Conirostrum binghami,Oreomanes fraseri,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-952F5682,Menura novaehollandiae,Menura novaehollandiae,Menura novaehollandiae,Menuridae,Passeriformes,Menuridae,Passeriformes,Menuridae,Passeriformes
AVIBASE-95418926,Calliope pectoralis,Calliope pectoralis,Luscinia pectoralis,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-9547E39A,Coua olivaceiceps,Coua ruficeps,Coua ruficeps,Cuculidae,Cuculiformes,MISSING,MISSING,Cuculidae,Cuculiformes
