eBird species code 2019,Com_name,Sci_name,Subspecies,Illustration_id,Credit,Sex,Age,Morph,Order,Family,Group,color1,color2,color3,color4,color5,color6,color7,color8,color9,color10,color11,color12,color13,color14,color15,color16,color17,color18,color19,color20,color21,color22,color23,color24
burcou2,Burchell's Courser,Cursorius rufus,nominate,151488031,Hilary Burn,Monomorphic,Not specified,None,Charadriiformes,Glareolidae ,Pratincoles and Coursers,0.009,0.03,0.013,0.022,0.001,0.074,0.035,0.015,0.005,0.007,0.41,0,0.029,0.182,0.113,0.005,0.002,0.009,0,0,0.014,0,0.022,0.003
somcou1,Somali Courser,Cursorius somalensis,nominate,151488011,Hilary Burn,Monomorphic,Not specified,None,Charadriiformes,Glareolidae ,Pratincoles and Coursers,0.004,0.065,0.005,0.021,0,0.165,0.03,0.025,0.002,0.001,0.3,0,0.046,0.201,0.081,0.001,0.003,0.01,0,0,0.004,0,0.031,0.005
somcou1,Somali Courser,Cursorius somalensis,littoralis,151488021,Hilary Burn,Monomorphic,Not specified,None,Charadriiformes,Glareolidae ,Pratincoles and Coursers,0.007,0.074,0.008,0.011,0,0.178,0.04,0.024,0.006,0,0.224,0.001,0.089,0.203,0.065,0.005,0.004,0.009,0,0,0.007,0,0.041,0.004
temcou1,Temminck's Courser,Cursorius temminckii,nominate,151488041,Hilary Burn,Monomorphic,Not specified,None,Charadriiformes,Glareolidae ,Pratincoles and Coursers,0.013,0.175,0.013,0.009,0,0.033,0.054,0.053,0.035,0.001,0.032,0.001,0.13,0.213,0.02,0.006,0.009,0.015,0,0,0.019,0,0.144,0.025
viecut1,Vietnamese Cutia,Cutia legalleni,nominate,153124851,Hilary Burn,Male,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.006,0.052,0.045,0.011,0.007,0.01,0.075,0.043,0.001,0.066,0.02,0.001,0.06,0.215,0.019,0.008,0.121,0.062,0.019,0,0.085,0,0.043,0.031
viecut1,Vietnamese Cutia,Cutia legalleni,hoae,207322161,Hilary Burn,Male,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.01,0.064,0.033,0.014,0.018,0.008,0.106,0.044,0.003,0.033,0.014,0.001,0.069,0.243,0.014,0.007,0.103,0.042,0.052,0,0.042,0,0.038,0.042
cutia1,Himalayan Cutia,Cutia nipalensis,nominate,153124831,Hilary Burn,Male,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.007,0.075,0.024,0.014,0.033,0.036,0.051,0.027,0.034,0.073,0.025,0.002,0.064,0.181,0.021,0.012,0.125,0.033,0.028,0.002,0.056,0,0.047,0.03
purhon1,Purple Honeycreeper,Cyanerpes caeruleus,longirostris,153237991,Hilary Burn,Male,Not specified,None,Passeriformes,Thraupidae ,Tanagers and Allies,0.006,0.061,0.042,0.005,0.278,0.007,0.014,0.024,0.008,0.002,0.011,0.004,0.023,0.123,0.004,0.003,0.033,0.025,0,0.212,0.05,0.005,0.016,0.044
purhon1,Purple Honeycreeper,Cyanerpes caeruleus,nominate,153717241,Hilary Burn,Female,Not specified,None,Passeriformes,Thraupidae ,Tanagers and Allies,0.044,0.057,0.006,0.034,0.002,0.034,0.053,0.031,0.075,0.002,0.114,0.003,0.052,0.135,0.112,0.024,0.013,0.013,0,0.001,0.009,0.129,0.041,0.016
purhon1,Purple Honeycreeper,Cyanerpes caeruleus,nominate,153717251,Hilary Burn,Male,Not specified,None,Passeriformes,Thraupidae ,Tanagers and Allies,0,0.057,0.049,0.002,0.268,0.007,0.009,0.02,0.011,0.002,0.004,0.005,0.012,0.11,0.002,0,0.056,0.049,0,0.225,0.047,0.001,0.012,0.052
purhon1,Purple Honeycreeper,Cyanerpes caeruleus,microrhynchus,153717271,Hilary Burn,Male,Not specified,None,Passeriformes,Thraupidae ,Tanagers and Allies,0.006,0.03,0.048,0.003,0.319,0.003,0.012,0.014,0.011,0,0.007,0.008,0.007,0.113,0.005,0.002,0.06,0.028,0,0.211,0.049,0.001,0.013,0.05
relhon1,Red-legged Honeycreeper,Cyanerpes cyaneus,nominate,153717281,Hilary Burn,Female,Not specified,None,Passeriformes,Thraupidae ,Tanagers and Allies,0.037,0.055,0.016,0.035,0,0.063,0.048,0.015,0.042,0.002,0.161,0,0.062,0.111,0.133,0.015,0.015,0.012,0.006,0.002,0.013,0.111,0.038,0.008
relhon1,Red-legged Honeycreeper,Cyanerpes cyaneus,nominate,153717291,Hilary Burn,Male,Not specified,None,Passeriformes,Thraupidae ,Tanagers and Allies,0.001,0.031,0.08,0.002,0.166,0,0.009,0.011,0,0.013,0.005,0,0.019,0.136,0.004,0.003,0.097,0.016,0.012,0.241,0.069,0,0.019,0.066
shihon1,Shining Honeycreeper,Cyanerpes lucidus,nominate,153238171,Hilary Burn,Female,Not specified,None,Passeriformes,Thraupidae ,Tanagers and Allies,0.041,0.046,0.008,0.018,0.013,0.068,0.051,0.017,0.082,0,0.114,0.006,0.046,0.101,0.069,0.02,0.007,0.01,0,0.001,0.018,0.22,0.034,0.01
shihon1,Shining Honeycreeper,Cyanerpes lucidus,nominate,153238191,Hilary Burn,Male,Not specified,None,Passeriformes,Thraupidae ,Tanagers and Allies,0.004,0.052,0.075,0.004,0.21,0.003,0.014,0.007,0.022,0.002,0.003,0.011,0.025,0.119,0.005,0,0.1,0.01,0,0.189,0.059,0.003,0.008,0.075
shbhon2,Short-billed Honeycreeper,Cyanerpes nitidus,nominate,153717301,Hilary Burn,Female,Not specified,None,Passeriformes,Thraupidae ,Tanagers and Allies,0.036,0.053,0.016,0.007,0.001,0.084,0.037,0.021,0.094,0.002,0.159,0.003,0.055,0.148,0.071,0.015,0.007,0.026,0.001,0,0.009,0.115,0.028,0.012
shbhon2,Short-billed Honeycreeper,Cyanerpes nitidus,nominate,153717311,Hilary Burn,Male,Not specified,None,Passeriformes,Thraupidae ,Tanagers and Allies,0.001,0.027,0.067,0.006,0.234,0.001,0.012,0.016,0,0.005,0.002,0,0.028,0.116,0.011,0.002,0.105,0.029,0.001,0.201,0.052,0,0.015,0.069
blbtan2,Blue-backed Tanager,Cyanicterus cyanicterus,nominate,153236151,Hilary Burn,Male,Not specified,None,Passeriformes,Thraupidae ,Tanagers and Allies,0.005,0.017,0.041,0.013,0.212,0.026,0.011,0.004,0.038,0.002,0.003,0.132,0.015,0.137,0.007,0,0.023,0.016,0.001,0.243,0.015,0.004,0.007,0.028
blbtan2,Blue-backed Tanager,Cyanicterus cyanicterus,nominate,153716371,Hilary Burn,Female,Not specified,None,Passeriformes,Thraupidae ,Tanagers and Allies,0.009,0.048,0.039,0.012,0.195,0.031,0.012,0.029,0.094,0.013,0.012,0.181,0.012,0.106,0.006,0.005,0.009,0.04,0.001,0.056,0.015,0.006,0.03,0.039
blutit,Eurasian Blue Tit,Cyanistes caeruleus,nominate,153092381,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Paridae ,"Tits, Chickadees, and Titmice",0.007,0.054,0.039,0.012,0.127,0.065,0.049,0.052,0.01,0,0.053,0.109,0.038,0.191,0.033,0.002,0.009,0.031,0,0.021,0.02,0,0.047,0.031
blutit,Eurasian Blue Tit,Cyanistes caeruleus,persicus,153092401,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Paridae ,"Tits, Chickadees, and Titmice",0.005,0.095,0.044,0.014,0.117,0.117,0.076,0.069,0,0,0.018,0,0.081,0.225,0.007,0.003,0.004,0.04,0,0.017,0.016,0,0.034,0.018
azutit2,Azure Tit,Cyanistes cyanus,nominate,153092501,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Paridae ,"Tits, Chickadees, and Titmice",0.002,0.09,0.061,0.002,0.038,0,0.09,0.029,0,0,0.003,0,0.078,0.348,0.006,0,0.003,0.029,0,0.105,0.02,0,0.052,0.044
azutit2,Azure Tit,Cyanistes cyanus,flavipectus,153092521,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Paridae ,"Tits, Chickadees, and Titmice",0.002,0.066,0.063,0.003,0.02,0.008,0.104,0.031,0.005,0,0.005,0.069,0.07,0.251,0.002,0.004,0.01,0.032,0,0.145,0.024,0,0.05,0.036
azutit2,Azure Tit,Cyanistes cyanus,hyperrhiphaeus,153092541,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Paridae ,"Tits, Chickadees, and Titmice",0.002,0.091,0.055,0.001,0.02,0.001,0.128,0.029,0,0,0.001,0,0.124,0.33,0.007,0.003,0.003,0.019,0,0.101,0.011,0,0.041,0.033
afbtit2,African Blue Tit,Cyanistes teneriffae,cyrenaicae,153092421,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Paridae ,"Tits, Chickadees, and Titmice",0.003,0.02,0.068,0.014,0.047,0.013,0.038,0.031,0.055,0.004,0.018,0.15,0.023,0.207,0.022,0.007,0.006,0.04,0,0.104,0.066,0,0.014,0.05
afbtit2,African Blue Tit,Cyanistes teneriffae,palmensis,153092441,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Paridae ,"Tits, Chickadees, and Titmice",0.008,0.044,0.063,0.015,0.028,0.076,0.056,0.08,0.005,0.001,0.013,0.092,0.031,0.195,0.013,0.009,0.03,0.109,0,0.001,0.041,0,0.042,0.048
afbtit2,African Blue Tit,Cyanistes teneriffae,nominate,153092451,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Paridae ,"Tits, Chickadees, and Titmice",0.006,0.028,0.054,0.018,0.117,0.023,0.042,0.049,0.032,0.002,0.021,0.155,0.024,0.173,0.014,0.007,0.026,0.071,0,0.036,0.031,0.001,0.024,0.046
afbtit2,African Blue Tit,Cyanistes teneriffae,ultramarinus,153092471,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Paridae ,"Tits, Chickadees, and Titmice",0.008,0.034,0.065,0.006,0.072,0.019,0.05,0.064,0.018,0,0.058,0.089,0.023,0.182,0.015,0.005,0.071,0.046,0,0.059,0.039,0,0.026,0.051
buwgoo1,Blue-winged Goose,Cyanochen cyanoptera,nominate,153381761,Francesc Jutglar,Monomorphic,Not specified,None,Anseriformes,Anatidae ,"Ducks, Geese, and Waterfowl",0.071,0.026,0.091,0.012,0,0,0.006,0.132,0,0,0,0,0.017,0.1,0.01,0.066,0.071,0.138,0,0,0.062,0,0.093,0.105
blujay,Blue Jay,Cyanocitta cristata,nominate,153087281,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.13,0.029,0,0.178,0,0.046,0.061,0,0,0,0,0.096,0.172,0,0,0.019,0.028,0,0.099,0.035,0,0.066,0.041
stejay,Steller's Jay,Cyanocitta stelleri,macrolopha,153087311,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.01,0.1,0,0.079,0,0.007,0.014,0,0,0,0,0.013,0.157,0,0,0.077,0.031,0,0.354,0.085,0,0.011,0.062
stejay,Steller's Jay,Cyanocitta stelleri,teotepecencis,153087341,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.017,0.055,0,0.12,0,0.011,0.014,0,0,0,0,0.005,0.143,0,0,0.041,0.021,0,0.414,0.058,0,0.018,0.083
stejay,Steller's Jay,Cyanocitta stelleri,frontalis,153478621,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.029,0.077,0,0.247,0,0.01,0.055,0,0,0,0,0.033,0.148,0,0,0.042,0.068,0,0.155,0.037,0,0.027,0.072
stejay,Steller's Jay,Cyanocitta stelleri,nominate,153478641,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.006,0.097,0,0.088,0,0.006,0.019,0,0,0,0,0.003,0.154,0,0,0.059,0.048,0,0.348,0.073,0,0.011,0.088
blubun,Blue Bunting,Cyanocompsa parellina,indigotica,153714901,Brian Small,Male,Not specified,None,Passeriformes,Cardinalidae ,Cardinals and Allies,0,0.016,0.098,0,0.051,0,0.01,0.014,0,0,0,0,0.01,0.13,0,0,0.164,0.018,0,0.116,0.158,0,0.012,0.203
blubun,Blue Bunting,Cyanocompsa parellina,nominate,153714911,Brian Small,Female,Not specified,None,Passeriformes,Cardinalidae ,Cardinals and Allies,0.106,0.017,0.013,0.206,0.001,0.002,0.019,0.024,0.004,0.016,0.044,0,0.018,0.135,0.172,0.084,0.023,0.021,0.007,0,0.034,0,0.03,0.024
blubun,Blue Bunting,Cyanocompsa parellina,nominate,153714921,Brian Small,Male,Not specified,None,Passeriformes,Cardinalidae ,Cardinals and Allies,0,0.008,0.083,0,0.074,0,0.009,0.01,0,0,0,0,0.006,0.129,0,0,0.102,0.019,0,0.309,0.104,0,0.014,0.133
blcjay1,Black-chested Jay,Cyanocorax affinis,nominate,153087611,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0.002,0.038,0.105,0.001,0.006,0.004,0.104,0.04,0.001,0,0.004,0,0.049,0.157,0,0,0.114,0.046,0,0.081,0.102,0,0.038,0.108
pubjay1,Purplish-backed Jay,Cyanocorax beecheii,nominate,153479031,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0.006,0.008,0.015,0.002,0.023,0.001,0.008,0.012,0,0,0.002,0,0.01,0.141,0,0.002,0.221,0.017,0,0.362,0.078,0.001,0.018,0.073
azujay1,Azure Jay,Cyanocorax caeruleus,nominate,153087431,Brian Small,Monomorphic,Not specified,ultramarine morph,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.019,0.092,0,0.025,0,0.019,0.014,0,0,0,0,0.019,0.112,0,0,0.115,0.011,0,0.31,0.122,0,0.012,0.13
azujay1,Azure Jay,Cyanocorax caeruleus,nominate,153478721,Brian Small,Monomorphic,Not specified,cerulean morph,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.021,0.07,0,0.083,0.002,0.064,0.027,0,0,0,0,0.026,0.128,0,0,0.12,0.022,0,0.271,0.073,0,0.02,0.073
cayjay1,Cayenne Jay,Cyanocorax cayanus,nominate,153478961,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.039,0.096,0,0.004,0.011,0.13,0.038,0,0,0.002,0,0.069,0.178,0.003,0,0.084,0.038,0,0.1,0.098,0,0.026,0.084
plcjay1,Plush-crested Jay,Cyanocorax chrysops,nominate,153478941,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0.002,0.037,0.053,0,0.006,0.004,0.163,0.019,0,0,0.002,0.001,0.076,0.144,0.001,0,0.13,0.026,0,0.115,0.099,0,0.026,0.096
cucjay1,Curl-crested Jay,Cyanocorax cristatellus,nominate,153087401,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0.001,0.044,0.086,0,0,0.001,0.172,0.029,0,0,0,0,0.052,0.156,0.001,0.002,0.123,0.017,0,0.079,0.075,0,0.044,0.118
purjay1,Purplish Jay,Cyanocorax cyanomelas,nominate,153478691,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.017,0.149,0,0.016,0,0.015,0.064,0,0,0,0,0.01,0.101,0,0,0.128,0.089,0,0.106,0.14,0,0.027,0.138
whnjay1,White-naped Jay,Cyanocorax cyanopogon,nominate,153087651,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0.001,0.03,0.052,0.001,0.002,0.002,0.094,0.025,0,0,0,0,0.051,0.212,0,0,0.208,0.028,0,0.003,0.156,0,0.028,0.107
tufjay1,Tufted Jay,Cyanocorax dickeyi,nominate,153087591,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0.003,0.053,0.051,0,0.001,0,0.085,0.026,0,0,0,0.001,0.05,0.263,0.002,0,0.172,0.027,0,0.047,0.109,0,0.032,0.078
aznjay1,Azure-naped Jay,Cyanocorax heilprini,nominate,153087621,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0.001,0.03,0.163,0,0.012,0,0.017,0.053,0.001,0,0,0,0.025,0.133,0,0,0.1,0.168,0,0.013,0.129,0,0.031,0.124
aznjay1,Azure-naped Jay,Cyanocorax heilprini,hafferi,153478921,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.079,0.088,0,0.054,0,0.035,0.175,0,0,0.001,0,0.089,0.1,0.001,0,0.047,0.131,0,0.039,0.03,0,0.079,0.052
bucjay1,Bushy-crested Jay,Cyanocorax melanocyaneus,nominate,153087711,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.007,0.04,0,0.053,0,0.01,0.014,0,0,0,0,0.009,0.147,0,0,0.126,0.011,0,0.42,0.069,0,0.011,0.083
bucjay1,Bushy-crested Jay,Cyanocorax melanocyaneus,chavezi,153478981,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.018,0.018,0,0.064,0,0.009,0.016,0,0,0,0,0.005,0.142,0.001,0.001,0.192,0.008,0,0.308,0.123,0,0.007,0.088
whtjay2,White-tailed Jay,Cyanocorax mystacalis,nominate,153087571,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.051,0.048,0,0.012,0,0.111,0.035,0,0,0,0.001,0.044,0.23,0,0.001,0.106,0.037,0,0.121,0.081,0,0.049,0.073
sabjay,San Blas Jay,Cyanocorax sanblasianus,nominate,153087731,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0.003,0.008,0.034,0.001,0.063,0.001,0.013,0.014,0,0,0.001,0,0.002,0.148,0,0.001,0.182,0.007,0,0.299,0.134,0.001,0.007,0.081
viojay1,Violaceous Jay,Cyanocorax violaceus,nominate,153087371,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0.001,0.059,0.028,0,0.076,0,0.015,0.037,0,0,0,0,0.03,0.144,0,0,0.122,0.017,0,0.261,0.076,0,0.046,0.088
grnjay,Green Jay,Cyanocorax yncas,nominate,153087531,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0.026,0.019,0.078,0.004,0.015,0.073,0.007,0.083,0.008,0,0.062,0.017,0.019,0.199,0.018,0.009,0.084,0.077,0,0.051,0.043,0.007,0.04,0.061
grnjay,Green Jay,Cyanocorax yncas,nominate,153087541,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0.108,0.005,0.024,0.006,0.008,0.011,0.009,0.007,0.08,0,0.063,0.019,0.004,0.205,0.01,0.069,0.088,0.008,0,0.054,0.044,0.144,0.009,0.025
grnjay,Green Jay,Cyanocorax yncas,nominate,153478851,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0.013,0.012,0.097,0.006,0.013,0.072,0.035,0.04,0.027,0,0.021,0.119,0.015,0.208,0.004,0.009,0.045,0.081,0,0.022,0.066,0.008,0.018,0.069
yucjay1,Yucatan Jay,Cyanocorax yucatanicus,nominate,153087721,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0.002,0.014,0.025,0.002,0.095,0.003,0.011,0.011,0.006,0,0.001,0.001,0.022,0.135,0.002,0.003,0.256,0.014,0,0.247,0.086,0,0.009,0.055
bucbab1,Buff-chested Babbler,Cyanoderma ambiguum,nominate,207321181,Ren Hathway,Monomorphic,Not specified,None,Passeriformes,Timaliidae ,"Tree-Babblers, Scimitar-Babblers, and Allies",0.09,0.015,0.091,0.07,0,0,0.007,0.035,0,0.001,0.011,0,0.013,0.128,0.09,0.234,0.003,0.028,0.009,0,0.033,0,0.059,0.083
golbab1,Golden Babbler,Cyanoderma chrysaeum,frigidum,153122871,Ren Hathway,Monomorphic,Not specified,None,Passeriformes,Timaliidae ,"Tree-Babblers, Scimitar-Babblers, and Allies",0.163,0.002,0.007,0.201,0,0.007,0.006,0.002,0.131,0.025,0.01,0.076,0.005,0.157,0.041,0.041,0.002,0.005,0.001,0,0.007,0.103,0.001,0.007
golbab1,Golden Babbler,Cyanoderma chrysaeum,auratum,153349791,Ren Hathway,Monomorphic,Not specified,None,Passeriformes,Timaliidae ,"Tree-Babblers, Scimitar-Babblers, and Allies",0.234,0.004,0.002,0.121,0,0.001,0.008,0.006,0.117,0.068,0.008,0.086,0.004,0.175,0.007,0.097,0.006,0.002,0.009,0,0.013,0.019,0.005,0.008
golbab1,Golden Babbler,Cyanoderma chrysaeum,nominate,153508441,Ren Hathway,Monomorphic,Not specified,None,Passeriformes,Timaliidae ,"Tree-Babblers, Scimitar-Babblers, and Allies",0.249,0.005,0.002,0.156,0,0.001,0.01,0.004,0.09,0.068,0.006,0.063,0.004,0.141,0.015,0.118,0.011,0.003,0.004,0,0.029,0.001,0.001,0.019
golbab1,Golden Babbler,Cyanoderma chrysaeum,assimile,153737961,Ren Hathway,Monomorphic,Not specified,None,Passeriformes,Timaliidae ,"Tree-Babblers, Scimitar-Babblers, and Allies",0.233,0,0.004,0.109,0,0.003,0.008,0.002,0.093,0.101,0.008,0.086,0.004,0.164,0.01,0.097,0.002,0.001,0.019,0,0.015,0.036,0.001,0.004
chwbab1,Chestnut-winged Babbler,Cyanoderma erythropterum,nominate,153122881,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Timaliidae ,"Tree-Babblers, Scimitar-Babblers, and Allies",0.032,0.061,0.012,0.072,0.004,0.045,0.044,0.038,0.006,0.173,0.029,0,0.062,0.166,0.123,0.012,0,0.032,0.019,0,0.005,0,0.053,0.012
chwbab1,Chestnut-winged Babbler,Cyanoderma erythropterum,bicolor,153122891,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Timaliidae ,"Tree-Babblers, Scimitar-Babblers, and Allies",0.048,0.014,0.053,0.077,0.012,0.001,0.01,0.087,0.019,0.166,0.027,0,0.014,0.135,0.053,0.046,0.007,0.114,0.053,0.001,0.006,0,0.038,0.019
crcbab1,Crescent-chested Babbler,Cyanoderma melanothorax,nominate,153122921,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Timaliidae ,"Tree-Babblers, Scimitar-Babblers, and Allies",0.03,0.033,0.015,0.048,0,0.027,0.048,0.02,0.069,0.126,0.086,0,0.06,0.208,0.087,0.023,0.002,0.021,0.043,0,0.013,0,0.021,0.02
blcbab2,Black-chinned Babbler,Cyanoderma pyrrhops,nominate,153122931,Ren Hathway,Monomorphic,Not specified,None,Passeriformes,Timaliidae ,"Tree-Babblers, Scimitar-Babblers, and Allies",0.306,0.006,0.008,0.147,0,0,0.006,0.001,0,0.073,0.006,0,0.003,0.153,0.022,0.179,0.023,0,0.004,0,0.017,0,0.005,0.041
rucbab1,Rufous-capped Babbler,Cyanoderma ruficeps,nominate,153122951,Ren Hathway,Monomorphic,Not specified,None,Passeriformes,Timaliidae ,"Tree-Babblers, Scimitar-Babblers, and Allies",0.275,0.003,0.003,0.182,0,0,0.004,0.002,0.007,0.076,0.003,0,0.008,0.151,0.076,0.121,0.01,0.004,0.025,0,0.021,0,0.002,0.027
rucbab1,Rufous-capped Babbler,Cyanoderma ruficeps,davidi,207321141,Ren Hathway,Monomorphic,Not specified,None,Passeriformes,Timaliidae ,"Tree-Babblers, Scimitar-Babblers, and Allies",0.144,0.009,0.024,0.256,0,0.005,0.014,0.031,0.013,0,0.047,0,0.005,0.149,0.14,0.038,0.009,0.049,0.004,0,0.014,0.026,0.004,0.019
rufbab2,Rufous-fronted Babbler,Cyanoderma rufifrons,poliogaster,153122961,Ren Hathway,Monomorphic,Not specified,None,Passeriformes,Timaliidae ,"Tree-Babblers, Scimitar-Babblers, and Allies",0.11,0.076,0.002,0.057,0,0.001,0.014,0.017,0,0.004,0.024,0,0.032,0.132,0.051,0.295,0.003,0.007,0.014,0,0.026,0,0.077,0.058
rufbab2,Rufous-fronted Babbler,Cyanoderma rufifrons,nominate,153508681,Ren Hathway,Monomorphic,Not specified,None,Passeriformes,Timaliidae ,"Tree-Babblers, Scimitar-Babblers, and Allies",0.217,0.01,0.002,0.125,0,0,0.008,0.003,0.007,0.053,0.017,0,0.006,0.146,0.13,0.196,0.001,0.002,0.023,0,0.016,0,0.01,0.028
blucus1,Blue Cuckooshrike,Cyanograucalus azureus,nominate,153464831,Tim Worfolk,Female,Not specified,None,Passeriformes,Campephagidae ,Cuckooshrikes,0,0.019,0.082,0,0.481,0,0.018,0.013,0,0,0,0,0.037,0.132,0,0,0.025,0.043,0,0.081,0.032,0,0.004,0.033
blucus1,Blue Cuckooshrike,Cyanograucalus azureus,nominate,153464841,Tim Worfolk,Male,Not specified,None,Passeriformes,Campephagidae ,Cuckooshrikes,0,0.004,0.066,0.002,0.043,0.002,0.008,0.005,0,0,0.006,0,0.004,0.14,0.004,0,0.065,0.01,0.003,0.459,0.097,0,0.002,0.08
bluvan1,Blue Vanga,Cyanolanius madagascarinus,comorensis,153075131,Ian Lewington,Female,Not specified,None,Passeriformes,Vangidae ,"Vangas, Helmetshrikes, and Allies",0,0.064,0.037,0,0.22,0,0.13,0.019,0,0,0,0,0.076,0.146,0,0,0.015,0.019,0,0.221,0.015,0,0.022,0.016
bluvan1,Blue Vanga,Cyanolanius madagascarinus,comorensis,153075141,Ian Lewington,Male,Not specified,None,Passeriformes,Vangidae ,"Vangas, Helmetshrikes, and Allies",0,0.044,0.037,0,0.267,0,0.063,0.017,0,0,0,0,0.082,0.224,0,0,0.013,0.02,0,0.184,0.012,0,0.012,0.025
bluvan1,Blue Vanga,Cyanolanius madagascarinus,nominate,153466651,Ian Lewington,Male,Not specified,None,Passeriformes,Vangidae ,"Vangas, Helmetshrikes, and Allies",0,0.039,0.034,0,0.334,0,0.064,0.014,0,0,0,0,0.084,0.234,0,0,0.026,0.011,0,0.062,0.045,0,0.013,0.04
zaprai1,Zapata Rail,Cyanolimnas cerverai,nominate,153362191,Hilary Burn,Monomorphic,Not specified,None,Gruiformes,Rallidae ,"Rails, Gallinules, and Coots",0.087,0.053,0.046,0.075,0,0.015,0.015,0.093,0.019,0.024,0.012,0,0.016,0.217,0.017,0.05,0.005,0.066,0.003,0,0.018,0,0.112,0.057
burpar,Burrowing Parakeet,Cyanoliseus patagonus,andinus,151440241,Àngels Jutglar,Monomorphic,Not specified,None,Psittaciformes,Psittacidae ,New World and African Parrots,0.095,0.02,0.049,0.107,0.024,0.016,0.007,0.052,0.069,0.006,0.029,0.008,0.013,0.111,0.086,0.035,0.013,0.032,0.001,0.018,0.035,0.077,0.054,0.043
burpar,Burrowing Parakeet,Cyanoliseus patagonus,nominate,151440261,Àngels Jutglar,Monomorphic,Not specified,None,Psittaciformes,Psittacidae ,New World and African Parrots,0.081,0.017,0.03,0.082,0.016,0.009,0.013,0.026,0.161,0.081,0.015,0.059,0.013,0.145,0.031,0.039,0.011,0.018,0.015,0.01,0.029,0.025,0.029,0.045
ultgro1,Ultramarine Grosbeak,Cyanoloxia brissonii,nominate,153233691,Brian Small,Male,Not specified,None,Passeriformes,Cardinalidae ,Cardinals and Allies,0,0.022,0.181,0,0.059,0,0.019,0.023,0,0,0,0,0.022,0.116,0,0,0.045,0.013,0,0.249,0.1,0,0.019,0.132
